term_id,L,S,term_upper_id,Lu,J,Jʹ,K,Q,Ju,Jʹu,Ku,Qu,coefficient
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,216886959.91230088
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,-2.0,1.0,1.0,2.0,-2.0,15275244.747084523
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,-2.0,1.0,2.0,2.0,-2.0,11832153.702940136
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,19720256.171566896
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,-2.0,2.0,2.0,2.0,-2.0,69999965.31249142
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,-2.0,3.0,1.0,2.0,-2.0,-93333287.08332188
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,-2.0,3.0,2.0,2.0,-2.0,177087461.2162024
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,-1.0,1.0,1.0,2.0,-1.0,15275244.747084523
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,-1.0,1.0,2.0,2.0,-1.0,11832153.702940136
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,-1.0,2.0,1.0,2.0,-1.0,19720256.171566896
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,-1.0,2.0,2.0,2.0,-1.0,69999965.31249142
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,-1.0,3.0,1.0,2.0,-1.0,-93333287.08332188
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,-1.0,3.0,2.0,2.0,-1.0,177087461.2162024
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,-0.0,1.0,1.0,2.0,-0.0,15275244.747084523
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,-0.0,1.0,2.0,2.0,-0.0,11832153.702940136
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,-0.0,2.0,1.0,2.0,-0.0,19720256.171566896
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,-0.0,2.0,2.0,2.0,-0.0,69999965.31249142
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,-0.0,3.0,1.0,2.0,-0.0,-93333287.08332188
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,-0.0,3.0,2.0,2.0,-0.0,177087461.2162024
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,15275244.747084523
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,11832153.702940136
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,19720256.171566896
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,69999965.31249142
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,-93333287.08332188
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,177087461.2162024
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,15275244.747084523
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,11832153.702940136
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,19720256.171566896
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,69999965.31249142
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,-93333287.08332188
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,177087461.2162024
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,-3.0,1.0,2.0,3.0,-3.0,23664307.405880272
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,-3.0,2.0,1.0,3.0,-3.0,-39440512.34313379
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,-3.0,2.0,2.0,3.0,-3.0,74833110.65297233
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,-3.0,3.0,1.0,3.0,-3.0,-111554614.92520656
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,-3.0,3.0,2.0,3.0,-3.0,115930956.52154347
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,-2.0,1.0,2.0,3.0,-2.0,23664307.405880272
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,-2.0,2.0,1.0,3.0,-2.0,-39440512.34313379
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,-2.0,2.0,2.0,3.0,-2.0,74833110.65297233
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,-2.0,3.0,1.0,3.0,-2.0,-111554614.92520656
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,-2.0,3.0,2.0,3.0,-2.0,115930956.52154347
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,-1.0,1.0,2.0,3.0,-1.0,23664307.405880272
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,-1.0,2.0,1.0,3.0,-1.0,-39440512.34313379
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,-1.0,2.0,2.0,3.0,-1.0,74833110.65297233
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,-1.0,3.0,1.0,3.0,-1.0,-111554614.92520656
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,-1.0,3.0,2.0,3.0,-1.0,115930956.52154347
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,-0.0,1.0,2.0,3.0,-0.0,23664307.405880272
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,-0.0,2.0,1.0,3.0,-0.0,-39440512.34313379
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,-0.0,2.0,2.0,3.0,-0.0,74833110.65297233
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,-0.0,3.0,1.0,3.0,-0.0,-111554614.92520656
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,-0.0,3.0,2.0,3.0,-0.0,115930956.52154347
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,23664307.405880272
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,-39440512.34313379
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,74833110.65297233
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,-111554614.92520656
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,115930956.52154347
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,23664307.405880272
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,-39440512.34313379
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,74833110.65297233
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,-111554614.92520656
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,115930956.52154347
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,23664307.405880272
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,-39440512.34313379
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,74833110.65297233
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,-111554614.92520656
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,115930956.52154347
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,0.0,-0.0,1.0,1.0,0.0,-0.0,4554198.0836570095
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,0.0,-0.0,2.0,2.0,0.0,-0.0,52915000.0
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,0.0,-0.0,3.0,3.0,0.0,-0.0,250439489.37817302
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,-1.0,1.0,1.0,1.0,-1.0,3944051.2343133786
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,-1.0,1.0,2.0,1.0,-1.0,6831297.125485516
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,-1.0,2.0,1.0,1.0,-1.0,-6831297.125485515
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,-1.0,2.0,2.0,1.0,-1.0,44095833.333333336
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,-1.0,2.0,3.0,1.0,-1.0,41739914.89636216
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,-1.0,3.0,2.0,1.0,-1.0,-41739914.89636216
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,-1.0,3.0,3.0,1.0,-1.0,236116614.95493656
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,-0.0,1.0,1.0,1.0,-0.0,3944051.2343133786
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,-0.0,1.0,2.0,1.0,-0.0,6831297.125485516
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,-0.0,2.0,1.0,1.0,-0.0,-6831297.125485515
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,-0.0,2.0,2.0,1.0,-0.0,44095833.333333336
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,-0.0,2.0,3.0,1.0,-0.0,41739914.89636216
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,-0.0,3.0,2.0,1.0,-0.0,-41739914.89636216
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,-0.0,3.0,3.0,1.0,-0.0,236116614.95493656
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3944051.2343133786
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,6831297.125485516
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,-6831297.125485515
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,44095833.333333336
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,41739914.89636216
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,-41739914.89636216
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,236116614.95493656
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-2.0,1.0,1.0,2.0,-2.0,2694299.9210954253
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-2.0,1.0,2.0,2.0,-2.0,10434978.724090539
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-2.0,1.0,3.0,2.0,-2.0,7055333.333333333
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-2.0,2.0,1.0,2.0,-2.0,-10434978.72409054
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-2.0,2.0,2.0,2.0,-2.0,26457500.0
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-2.0,2.0,3.0,2.0,-2.0,66932768.955123916
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-2.0,3.0,1.0,2.0,-2.0,7055333.333333333
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-2.0,3.0,2.0,2.0,-2.0,-66932768.955123916
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-2.0,3.0,3.0,2.0,-2.0,207383599.58299506
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-1.0,1.0,1.0,2.0,-1.0,2694299.9210954253
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-1.0,1.0,2.0,2.0,-1.0,10434978.724090539
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-1.0,1.0,3.0,2.0,-1.0,7055333.333333333
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-1.0,2.0,1.0,2.0,-1.0,-10434978.72409054
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-1.0,2.0,2.0,2.0,-1.0,26457500.0
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-1.0,2.0,3.0,2.0,-1.0,66932768.955123916
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-1.0,3.0,1.0,2.0,-1.0,7055333.333333333
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-1.0,3.0,2.0,2.0,-1.0,-66932768.955123916
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-1.0,3.0,3.0,2.0,-1.0,207383599.58299506
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-0.0,1.0,1.0,2.0,-0.0,2694299.9210954253
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-0.0,1.0,2.0,2.0,-0.0,10434978.724090539
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-0.0,1.0,3.0,2.0,-0.0,7055333.333333333
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-0.0,2.0,1.0,2.0,-0.0,-10434978.72409054
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-0.0,2.0,2.0,2.0,-0.0,26457500.0
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-0.0,2.0,3.0,2.0,-0.0,66932768.955123916
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-0.0,3.0,1.0,2.0,-0.0,7055333.333333333
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-0.0,3.0,2.0,2.0,-0.0,-66932768.955123916
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,-0.0,3.0,3.0,2.0,-0.0,207383599.58299506
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2694299.9210954253
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,10434978.724090539
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,7055333.333333333
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,-10434978.72409054
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,26457500.0
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,66932768.955123916
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,7055333.333333333
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,-66932768.955123916
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,207383599.58299506
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2694299.9210954253
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,10434978.724090539
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,7055333.333333333
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,-10434978.72409054
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,26457500.0
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,66932768.955123916
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,7055333.333333333
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,-66932768.955123916
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,207383599.58299506
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-3.0,1.0,2.0,3.0,-3.0,11155461.492520653
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-3.0,1.0,3.0,3.0,-3.0,15776204.937253518
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-3.0,2.0,1.0,3.0,-3.0,-11155461.492520655
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-3.0,2.0,2.0,3.0,-3.0,0.0
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-3.0,2.0,3.0,3.0,-3.0,81975565.5058262
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-3.0,3.0,1.0,3.0,-3.0,15776204.937253514
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-3.0,3.0,2.0,3.0,-3.0,-81975565.5058262
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-3.0,3.0,3.0,3.0,-3.0,163951131.01165238
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-2.0,1.0,2.0,3.0,-2.0,11155461.492520653
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-2.0,1.0,3.0,3.0,-2.0,15776204.937253518
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-2.0,2.0,1.0,3.0,-2.0,-11155461.492520655
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-2.0,2.0,2.0,3.0,-2.0,0.0
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-2.0,2.0,3.0,3.0,-2.0,81975565.5058262
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-2.0,3.0,1.0,3.0,-2.0,15776204.937253514
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-2.0,3.0,2.0,3.0,-2.0,-81975565.5058262
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-2.0,3.0,3.0,3.0,-2.0,163951131.01165238
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-1.0,1.0,2.0,3.0,-1.0,11155461.492520653
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-1.0,1.0,3.0,3.0,-1.0,15776204.937253518
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-1.0,2.0,1.0,3.0,-1.0,-11155461.492520655
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-1.0,2.0,2.0,3.0,-1.0,0.0
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-1.0,2.0,3.0,3.0,-1.0,81975565.5058262
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-1.0,3.0,1.0,3.0,-1.0,15776204.937253514
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-1.0,3.0,2.0,3.0,-1.0,-81975565.5058262
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-1.0,3.0,3.0,3.0,-1.0,163951131.01165238
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-0.0,1.0,2.0,3.0,-0.0,11155461.492520653
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-0.0,1.0,3.0,3.0,-0.0,15776204.937253518
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-0.0,2.0,1.0,3.0,-0.0,-11155461.492520655
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-0.0,2.0,2.0,3.0,-0.0,0.0
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-0.0,2.0,3.0,3.0,-0.0,81975565.5058262
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-0.0,3.0,1.0,3.0,-0.0,15776204.937253514
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-0.0,3.0,2.0,3.0,-0.0,-81975565.5058262
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,-0.0,3.0,3.0,3.0,-0.0,163951131.01165238
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,11155461.492520653
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,15776204.937253518
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,-11155461.492520655
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,0.0
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,81975565.5058262
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,15776204.937253514
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,-81975565.5058262
2p3_L=1.0_S=1.0,1,1,3d3_L=2.0_S=1.0,2,2.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,163951131.01165238
