term_id,K,Q,J,Jʹ,term_lower_id,transition_id,Kʹ,Qʹ,Jʹʹ,Jʹʹʹ,Kr,Qr,r_s_1,index1,index0
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,0.0,1.0,0.0,2.0,-1.0,0.0,109,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,1.0,0.0,1.0,0.0,1489148574.0061278,110,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,110,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,0.0,-0.0,1.0,1.0,2.0,-1.0,2105974109.748021,111,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,-1.0,1.0,1.0,2.0,-2.0,0.0,112,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,0.0,1.0,1.0,1.0,-1.0,1289640495.098678,113,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,0.0,1.0,1.0,2.0,-1.0,0.0,113,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1289640495.098678,114,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,114,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,-1.0,1.0,1.0,2.0,-2.0,-1823827078.7541037,116,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,0.0,1.0,1.0,1.0,-1.0,0.0,117,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,0.0,1.0,1.0,2.0,-1.0,-744574287.003064,117,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,1.0,1.0,0.0,0.0,4211948219.496042,118,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,118,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,1.0,1.0,2.0,0.0,744574287.003064,118,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,119,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,1.0,1.0,2.0,1.0,1823827078.7541037,119,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,-1.0,1.0,2.0,2.0,-2.0,706365190.2376765,120,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,0.0,1.0,2.0,1.0,-1.0,166491872.00372893,121,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,0.0,1.0,2.0,2.0,-1.0,-499475616.01118684,121,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,1.0,2.0,1.0,0.0,-166491872.00372893,122,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,1.0,2.0,2.0,0.0,-865117144.0731385,122,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,-1.0,1.0,2.0,2.0,-2.0,1579480582.3110158,124,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,0.0,1.0,2.0,1.0,-1.0,644820247.549339,125,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,0.0,1.0,2.0,2.0,-1.0,644820247.5493389,125,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,126,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,1.0,2.0,1.0,0.0,372287143.5015321,126,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,1.0,2.0,2.0,0.0,-644820247.5493389,126,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,1.0,2.0,1.0,1.0,-526493527.43700516,127,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1579480582.3110158,127,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,-1.0,2.0,0.0,2.0,-2.0,0.0,136,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,0.0,2.0,0.0,1.0,-1.0,0.0,137,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,0.0,2.0,0.0,2.0,-1.0,0.0,137,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,138,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,138,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,138,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,139,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,139,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,-1.0,2.0,1.0,2.0,-2.0,706365190.2376765,140,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,0.0,2.0,1.0,1.0,-1.0,-166491872.00372893,141,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,0.0,2.0,1.0,2.0,-1.0,-499475616.01118684,141,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,1.0,1.0,0.0,166491872.00372893,142,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,1.0,2.0,0.0,-865117144.0731385,142,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,-1.0,2.0,1.0,2.0,-2.0,-1579480582.3110158,144,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,0.0,2.0,1.0,1.0,-1.0,644820247.549339,145,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,0.0,2.0,1.0,2.0,-1.0,-644820247.5493389,145,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,146,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,2.0,1.0,1.0,0.0,372287143.5015321,146,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,2.0,1.0,2.0,0.0,644820247.5493389,146,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,2.0,1.0,1.0,1.0,-526493527.43700516,147,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,2.0,1.0,2.0,1.0,1579480582.3110158,147,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,0.0,-0.0,2.0,2.0,2.0,-1.0,0.0,155,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,-1.0,2.0,2.0,2.0,-2.0,0.0,156,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,0.0,2.0,2.0,1.0,-1.0,0.0,157,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,0.0,2.0,2.0,2.0,-1.0,0.0,157,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,158,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,158,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,-1.0,2.0,2.0,2.0,-2.0,0.0,160,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,0.0,2.0,2.0,1.0,-1.0,0.0,161,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,0.0,2.0,2.0,2.0,-1.0,0.0,161,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,162,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,162,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,162,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,163,118
3p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,163,118
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,0.0,-0.0,0.0,0.0,2.0,-2.0,0.0,99,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,0.0,0.0,1.0,2.0,-2.0,0.0,101,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,0.0,1.0,1.0,-1.0,2105974109.7480204,102,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,0.0,1.0,2.0,-1.0,0.0,102,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,0.0,0.0,2.0,2.0,-2.0,0.0,105,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,0.0,2.0,1.0,-1.0,0.0,106,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,0.0,2.0,2.0,-1.0,0.0,106,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,107,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,107,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,107,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,0.0,1.0,0.0,2.0,-2.0,0.0,109,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,1.0,0.0,1.0,-1.0,-2105974109.7480204,110,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,1.0,0.0,2.0,-1.0,0.0,110,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,0.0,-0.0,1.0,1.0,2.0,-2.0,-2105974109.748021,111,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,0.0,1.0,1.0,2.0,-2.0,0.0,113,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1823827078.7541032,114,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,114,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,0.0,1.0,1.0,2.0,-2.0,-1489148574.006128,117,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,1.0,1.0,1.0,-1.0,0.0,118,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,1.0,1.0,2.0,-1.0,-1823827078.7541037,118,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,1.0,1.0,0.0,0.0,4211948219.496042,119,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,119,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,1.0,1.0,2.0,0.0,-1489148574.006128,119,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,0.0,1.0,2.0,2.0,-2.0,998951232.0223734,121,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,1.0,2.0,1.0,-1.0,235455063.4125588,122,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,1.0,2.0,2.0,-1.0,706365190.2376765,122,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,0.0,1.0,2.0,2.0,-2.0,1289640495.0986779,125,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,1.0,2.0,1.0,-1.0,526493527.43700516,126,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,1.0,2.0,2.0,-1.0,1579480582.3110158,126,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,127,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,1.0,2.0,1.0,0.0,744574287.003064,127,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,1.0,2.0,2.0,0.0,1289640495.0986779,127,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,0.0,2.0,0.0,2.0,-2.0,0.0,137,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,2.0,0.0,1.0,-1.0,0.0,138,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,2.0,0.0,2.0,-1.0,0.0,138,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,139,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,139,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,139,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,0.0,2.0,1.0,2.0,-2.0,998951232.0223734,141,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,1.0,1.0,-1.0,-235455063.4125588,142,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,1.0,2.0,-1.0,706365190.2376765,142,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,0.0,2.0,1.0,2.0,-2.0,-1289640495.0986779,145,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,2.0,1.0,1.0,-1.0,526493527.43700516,146,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,2.0,1.0,2.0,-1.0,-1579480582.3110158,146,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,147,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,2.0,1.0,1.0,0.0,744574287.003064,147,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,2.0,1.0,2.0,0.0,-1289640495.0986779,147,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,0.0,-0.0,2.0,2.0,2.0,-2.0,0.0,155,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,0.0,2.0,2.0,2.0,-2.0,0.0,157,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,2.0,1.0,-1.0,0.0,158,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,2.0,2.0,-1.0,0.0,158,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,0.0,2.0,2.0,2.0,-2.0,0.0,161,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,2.0,2.0,1.0,-1.0,0.0,162,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,1.0,2.0,2.0,2.0,-1.0,0.0,162,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,163,119
3p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2s3_L=0.0_S=1.0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,163,119
