term_id,L,S,term_upper_id,Lu,transition_id,J,Jʹ,K,Q,Jʹʹ,Jʹʹʹ,Kʹ,Qʹ,Kr,Qr,coefficient
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-2.0,2.0,2.0,3.0,-1.0,1.0,1.0,749941294.7155282
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-2.0,2.0,2.0,3.0,-1.0,2.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-2.0,2.0,2.0,3.0,0.0,2.0,2.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,0.0,1.0,1.0,-1.0,1.0,0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,0.0,1.0,1.0,-1.0,2.0,0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,0.0,1.0,1.0,0.0,2.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,0.0,2.0,2.0,-2.0,1.0,-1.0,-2371522602.716665
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,0.0,2.0,2.0,-2.0,2.0,-1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,0.0,2.0,2.0,-1.0,0.0,-0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,0.0,2.0,2.0,-1.0,1.0,0.0,1676919714.1181247
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,0.0,2.0,2.0,-1.0,2.0,0.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,0.0,2.0,2.0,0.0,1.0,1.0,2904510145.0664687
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,0.0,2.0,2.0,0.0,2.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,0.0,2.0,2.0,1.0,2.0,2.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,0.0,1.0,-1.0,2.0,0.0,-2904510145.0664687
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,0.0,1.0,0.0,1.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,0.0,1.0,0.0,2.0,1.0,-1676919714.1181247
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,0.0,1.0,1.0,2.0,2.0,2371522602.716665
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,-2178382608.7998514
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,1.0,1.0,-1.0,2.0,0.0,-1257689785.588594
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,2178382608.7998514
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,1.0,1.0,0.0,2.0,1.0,-726127536.2666174
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,1.0,1.0,1.0,2.0,2.0,1026899409.8008115
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,1.0,2.0,-2.0,1.0,-1.0,-1026899409.8008115
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,1.0,2.0,-2.0,2.0,-1.0,-3080698229.4024353
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,1.0,2.0,-1.0,0.0,-0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,1.0,2.0,-1.0,1.0,0.0,726127536.2666174
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,1.0,2.0,-1.0,2.0,0.0,-1257689785.588594
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,1.0,2.0,0.0,1.0,1.0,1257689785.588594
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,1.0,2.0,0.0,2.0,1.0,1257689785.588594
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,1.0,2.0,1.0,2.0,2.0,3080698229.4024353
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,1.0,-1.0,1.0,0.0,3374735826.2198763
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,1.0,-1.0,2.0,0.0,1298936425.1412802
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,1.0,0.0,1.0,1.0,-3374735826.2198763
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,1.0,0.0,2.0,1.0,749941294.7155282
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,2.0,-1060577149.9703382
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,2.0,-2.0,1.0,-1.0,-2371522602.716665
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,2.0,-2.0,2.0,-1.0,-3557283904.0749984
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,2.0,-1.0,0.0,-0.0,8215195278.406491
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,2.0,-1.0,1.0,0.0,1676919714.1181247
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,2.0,-1.0,2.0,0.0,-1452255072.5332346
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,2.0,0.0,1.0,1.0,2904510145.0664687
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,2.0,0.0,2.0,1.0,1452255072.5332346
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,2.0,1.0,2.0,2.0,3557283904.0749984
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,3.0,-3.0,2.0,-2.0,-4107597639.2032466
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,3.0,-2.0,1.0,-1.0,3353839428.2362494
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,3.0,-2.0,2.0,-1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,3.0,-1.0,1.0,0.0,2999765178.862112
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,3.0,-1.0,2.0,0.0,2597872850.2825603
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,3.0,0.0,1.0,1.0,1836973509.0952222
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,3.0,0.0,2.0,1.0,3673947018.1904454
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,1.0,2.0,3.0,1.0,2.0,2.0,3181731449.9110146
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,0.0,2.0,-2.0,1.0,-1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,0.0,2.0,-2.0,2.0,-1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,0.0,2.0,-1.0,0.0,-0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,0.0,2.0,-1.0,1.0,0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,0.0,2.0,-1.0,2.0,0.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,0.0,2.0,0.0,1.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,0.0,2.0,0.0,2.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,0.0,2.0,1.0,2.0,2.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,1.0,-1.0,1.0,0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,1.0,-1.0,2.0,0.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,1.0,1.0,2.0,2.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,2.0,-2.0,1.0,-1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,2.0,-2.0,2.0,-1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,2.0,-1.0,0.0,-0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,2.0,-1.0,1.0,0.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,2.0,-1.0,2.0,0.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,2.0,0.0,2.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,2.0,1.0,2.0,2.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,3.0,-3.0,2.0,-2.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,3.0,-2.0,1.0,-1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,3.0,-2.0,2.0,-1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,3.0,-1.0,1.0,0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,3.0,-1.0,2.0,0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,3.0,0.0,1.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,3.0,0.0,2.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,1.0,3.0,1.0,2.0,2.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,1.0,-1.0,1.0,0.0,-974202318.8559601
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,1.0,-1.0,2.0,0.0,2812279855.183231
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,1.0,0.0,1.0,1.0,974202318.8559601
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,1.0,0.0,2.0,1.0,1623670531.4266
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,1.0,1.0,2.0,2.0,-2296216886.369028
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,2.0,-2.0,1.0,-1.0,-1568614758.8392317
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,2.0,-2.0,2.0,-1.0,2016790404.2218695
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,2.0,-1.0,0.0,-0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,2.0,-1.0,1.0,0.0,1109178133.0445218
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,2.0,-1.0,2.0,0.0,823351234.7475015
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,2.0,0.0,1.0,1.0,1921152881.0775037
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,2.0,0.0,2.0,1.0,-823351234.7475015
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,2.0,1.0,2.0,2.0,-2016790404.2218695
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,3.0,-3.0,2.0,-2.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,3.0,-2.0,1.0,-1.0,2371522602.7166657
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,3.0,-2.0,2.0,-1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,3.0,-1.0,1.0,0.0,2121154299.9406765
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,3.0,-1.0,2.0,0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,3.0,0.0,1.0,1.0,1298936425.14128
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,3.0,0.0,2.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,-1.0,2.0,2.0,3.0,1.0,2.0,2.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,-1.0,1.0,-1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,-1.0,2.0,-1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,-2.0,2.0,-2.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,-1.0,1.0,-1.0,-2904510145.0664687
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,-1.0,2.0,-1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
