term_id,L,S,J,Jʹ,K,Q,Jʹʹ,Jʹʹʹ,Kʹ,Qʹ,coefficient
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,-0.49999999999999983
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,-0.49999999999999983
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,0.0,2.0,2.0,0.0,-0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5773502691896256
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.5773502691896256
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4999999999999998
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-0.32274861218395134
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,-0.43301270189221924
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.32274861218395134
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,-0.43301270189221924
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-2.0,0.0,2.0,2.0,-2.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-2.0,1.0,1.0,2.0,-2.0,-2.9999999999999996
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-2.0,1.0,2.0,2.0,-2.0,0.28867513459481287
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-2.0,1.0,2.0,3.0,-2.0,-0.408248290463863
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-2.0,2.0,0.0,2.0,-2.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,-0.28867513459481287
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-2.0,2.0,1.0,3.0,-2.0,-0.408248290463863
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-2.0,2.0,2.0,2.0,-2.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-2.0,2.0,2.0,3.0,-2.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-1.0,0.0,1.0,1.0,-1.0,-0.5773502691896257
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-1.0,0.0,2.0,2.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-1.0,1.0,0.0,1.0,-1.0,-0.5773502691896257
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-1.0,1.0,1.0,1.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-1.0,1.0,1.0,2.0,-1.0,-1.5
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-1.0,1.0,2.0,1.0,-1.0,0.06454972243679027
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-1.0,1.0,2.0,2.0,-1.0,0.14433756729740646
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-1.0,1.0,2.0,3.0,-1.0,-0.5163977794943222
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-1.0,2.0,0.0,2.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-1.0,2.0,1.0,1.0,-1.0,0.06454972243679027
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-1.0,2.0,1.0,2.0,-1.0,-0.14433756729740646
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-1.0,2.0,1.0,3.0,-1.0,-0.5163977794943222
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-1.0,2.0,2.0,2.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-1.0,2.0,2.0,3.0,-1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,-0.6666666666666665
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,-0.6666666666666665
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.07453559924999298
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,-0.5477225575051662
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.07453559924999298
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,-0.5477225575051662
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,0.0,2.0,2.0,3.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,-0.5773502691896257
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,-0.5773502691896257
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.5
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.06454972243679027
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,-0.14433756729740646
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,-0.5163977794943222
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.06454972243679027
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.14433756729740646
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,-0.5163977794943222
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.9999999999999996
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,-0.28867513459481287
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,-0.408248290463863
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.28867513459481287
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,-0.408248290463863
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,-1.0,0.0,1.0,1.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,-1.0,0.0,2.0,2.0,-1.0,0.44721359549995787
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,-1.0,1.0,0.0,1.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.32274861218395134
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,-1.0,1.0,1.0,2.0,-1.0,0.06454972243679027
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,-1.0,1.0,2.0,1.0,-1.0,-1.4999999999999996
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,-1.0,1.0,2.0,2.0,-1.0,-1.3597399555105185e-16
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,-1.0,2.0,0.0,2.0,-1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,-1.0,2.0,1.0,1.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,-1.0,2.0,1.0,2.0,-1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,-1.0,2.0,2.0,1.0,-1.0,-0.4330127018922192
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,-1.0,2.0,2.0,2.0,-1.0,-0.2958039891549808
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,0.0,0.0,0.0,0.0,-0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.5163977794943221
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.5270462766947297
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.07453559924999298
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,-1.570092458683775e-16
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,0.0,2.0,2.0,0.0,-0.0,0.4082482904638629
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,-0.34156502553198653
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.44721359549995787
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.32274861218395134
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.06454972243679027
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.4999999999999996
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,-1.3597399555105185e-16
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.4330127018922192
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.2958039891549808
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-2.0,0.0,2.0,2.0,-2.0,-0.6666666666666665
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-2.0,1.0,1.0,2.0,-2.0,0.28867513459481287
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-2.0,1.0,2.0,2.0,-2.0,-2.999999999999999
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-2.0,1.0,2.0,3.0,-2.0,-1.4332917616497527e-16
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-2.0,2.0,0.0,2.0,-2.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-2.0,2.0,1.0,2.0,-2.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-2.0,2.0,1.0,3.0,-2.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-2.0,2.0,2.0,2.0,-2.0,-0.4409585518440983
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-2.0,2.0,2.0,3.0,-2.0,-0.3333333333333333
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-1.0,0.0,1.0,1.0,-1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-1.0,0.0,2.0,2.0,-1.0,-0.33333333333333326
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-1.0,1.0,0.0,1.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-1.0,1.0,1.0,1.0,-1.0,-0.4330127018922193
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-1.0,1.0,1.0,2.0,-1.0,0.14433756729740646
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-1.0,1.0,2.0,1.0,-1.0,-1.3597399555105185e-16
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-1.0,1.0,2.0,2.0,-1.0,-1.4999999999999998
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-1.0,1.0,2.0,3.0,-1.0,-1.8129866073473576e-16
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-1.0,2.0,0.0,2.0,-1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-1.0,2.0,1.0,1.0,-1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-1.0,2.0,1.0,2.0,-1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-1.0,2.0,1.0,3.0,-1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-1.0,2.0,2.0,1.0,-1.0,0.19364916731037088
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-1.0,2.0,2.0,2.0,-1.0,-0.2204792759220492
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-1.0,2.0,2.0,3.0,-1.0,-0.4216370213557838
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,-0.4999999999999999
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,-1.570092458683775e-16
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,-1.922962686383564e-16
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.22360679774997896
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,0.0,2.0,2.0,3.0,0.0,-0.4472135954999579
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.33333333333333326
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,-0.4330127018922193
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,-0.14433756729740646
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,-1.3597399555105185e-16
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.4999999999999998
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,-1.8129866073473576e-16
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.19364916731037088
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.2204792759220492
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,-0.4216370213557838
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.6666666666666665
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,-0.28867513459481287
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.999999999999999
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,-1.4332917616497527e-16
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.4409585518440983
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,-0.3333333333333333
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-3.0,1.0,2.0,3.0,-3.0,-4.500000000000001
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-3.0,2.0,1.0,3.0,-3.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-3.0,2.0,2.0,3.0,-3.0,-0.35355339059327373
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-3.0,2.0,2.0,4.0,-3.0,-0.3535533905932738
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-2.0,0.0,2.0,2.0,-2.0,-0.47140452079103173
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-2.0,1.0,1.0,2.0,-2.0,-0.4082482904638631
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-2.0,1.0,2.0,2.0,-2.0,-1.4332917616497527e-16
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-2.0,1.0,2.0,3.0,-2.0,-3.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-2.0,2.0,0.0,2.0,-2.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-2.0,2.0,1.0,2.0,-2.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-2.0,2.0,1.0,3.0,-2.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-2.0,2.0,2.0,2.0,-2.0,0.0890870806374748
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-2.0,2.0,2.0,3.0,-2.0,-0.23570226039551578
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-2.0,2.0,2.0,4.0,-2.0,-0.46291004988627565
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-1.0,0.0,2.0,2.0,-1.0,-0.5962847939999439
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-1.0,1.0,1.0,2.0,-1.0,-0.5163977794943223
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-1.0,1.0,2.0,2.0,-1.0,-1.8129866073473576e-16
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-1.0,1.0,2.0,3.0,-1.0,-1.5
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-1.0,2.0,0.0,2.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-1.0,2.0,1.0,2.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-1.0,2.0,1.0,3.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-1.0,2.0,2.0,2.0,-1.0,0.1126872339638022
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-1.0,2.0,2.0,3.0,-1.0,-0.11785113019775789
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-1.0,2.0,2.0,4.0,-1.0,-0.5175491695067655
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,-0.632455532033676
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,-0.5477225575051663
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0,-1.922962686383564e-16
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,0.0,2.0,1.0,3.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,0.0,2.0,2.0,2.0,0.0,0.11952286093343938
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,0.0,2.0,2.0,3.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,0.0,2.0,2.0,4.0,0.0,-0.5345224838248488
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,1.0,0.0,2.0,2.0,1.0,-0.5962847939999439
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,-0.5163977794943223
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,-1.8129866073473576e-16
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.5
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,0.1126872339638022
