term_id,L,S,term_lower_id,Ll,transition_id,J,Jʹ,K,Q,Jʹʹ,Jʹʹʹ,Kʹ,Qʹ,Kr,Qr,coefficient
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,1.0,2.0,-1.0,2.0,2.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,1.0,3.0,-3.0,0.0,-0.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,1.0,3.0,-3.0,1.0,0.0,-911913539.3770518
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,1.0,3.0,-3.0,2.0,0.0,1579480582.311016
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,1.0,3.0,-2.0,1.0,1.0,-526493527.43700516
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,1.0,3.0,-2.0,2.0,1.0,1579480582.311016
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,1.0,3.0,-1.0,2.0,2.0,998951232.0223738
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,2.0,1.0,-1.0,2.0,2.0,2306979050.8617024
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,2.0,2.0,-2.0,1.0,1.0,3377071536.040009
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,2.0,2.0,-2.0,2.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,2.0,2.0,-1.0,2.0,2.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,2.0,3.0,-3.0,0.0,-0.0,4211948219.4960413
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,2.0,3.0,-3.0,1.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,2.0,3.0,-3.0,2.0,0.0,744574287.0030642
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,2.0,3.0,-2.0,1.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,2.0,3.0,-2.0,2.0,1.0,744574287.0030642
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,2.0,3.0,-1.0,2.0,2.0,470910126.82511777
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,2.0,4.0,-4.0,1.0,-1.0,-2579280990.197356
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,2.0,4.0,-4.0,2.0,-1.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,2.0,4.0,-3.0,1.0,0.0,-1289640495.098678
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,2.0,4.0,-3.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,2.0,4.0,-2.0,1.0,1.0,-487438290.1013307
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,2.0,4.0,-2.0,2.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,2.0,4.0,-1.0,2.0,2.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,0.0,1.0,1.0,-1.0,2.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,0.0,1.0,1.0,0.0,2.0,2.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,0.0,2.0,2.0,-2.0,1.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,0.0,2.0,2.0,-2.0,2.0,0.0,1489148574.0061278
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,0.0,2.0,2.0,-1.0,1.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,0.0,2.0,2.0,-1.0,2.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,0.0,2.0,2.0,0.0,2.0,2.0,-1489148574.0061278
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,0.0,1.0,-1.0,2.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,0.0,1.0,0.0,2.0,2.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,1.0,1.0,-1.0,2.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,1.0,1.0,0.0,2.0,2.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,1.0,2.0,-2.0,1.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,1.0,2.0,-2.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,1.0,2.0,-1.0,1.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,1.0,2.0,-1.0,2.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1631280530.9196155
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,1.0,0.0,2.0,2.0,1153489525.4308517
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,2.0,-2.0,1.0,0.0,-859760330.0657855
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,2.0,-2.0,2.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,2.0,-1.0,1.0,1.0,1215884719.1694024
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,2.0,-1.0,2.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,2.0,0.0,2.0,2.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,3.0,-3.0,1.0,-1.0,526493527.43700516
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,3.0,-3.0,2.0,-1.0,1579480582.311016
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,3.0,-2.0,0.0,-0.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,3.0,-2.0,1.0,0.0,-607942359.5847012
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,3.0,-2.0,2.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,3.0,-1.0,1.0,1.0,-679700221.2165062
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,3.0,-1.0,2.0,1.0,-1223460398.1897118
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,3.0,0.0,2.0,2.0,-1412730380.4753537
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,0.0,2.0,-2.0,1.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,0.0,2.0,-2.0,2.0,0.0,-1489148574.0061278
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,0.0,2.0,-1.0,1.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,0.0,2.0,-1.0,2.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,0.0,2.0,0.0,2.0,2.0,1489148574.0061278
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,1.0,-1.0,2.0,1.0,1631280530.9196155
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,1.0,0.0,2.0,2.0,-1153489525.4308517
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,2.0,-2.0,1.0,0.0,859760330.0657855
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,2.0,-2.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,2.0,-1.0,1.0,1.0,-1215884719.1694024
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,2.0,-1.0,2.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,3.0,-3.0,1.0,-1.0,526493527.43700516
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,3.0,-3.0,2.0,-1.0,-1579480582.311016
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,3.0,-2.0,0.0,-0.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,3.0,-2.0,1.0,0.0,-607942359.5847012
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,3.0,-2.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,3.0,-1.0,1.0,1.0,-679700221.2165062
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,3.0,-1.0,2.0,1.0,1223460398.1897118
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,3.0,0.0,2.0,2.0,1412730380.4753537
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,1.0,-1.0,2.0,1.0,-1883640507.3004706
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,1.0,0.0,2.0,2.0,1331934976.0298314
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,2.0,-2.0,1.0,0.0,-1949753160.4053226
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,2.0,-2.0,2.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,2.0,-1.0,1.0,1.0,2757367362.725012
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,2.0,-1.0,2.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,2.0,0.0,2.0,2.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,3.0,-3.0,1.0,-1.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,3.0,-3.0,2.0,-1.0,-744574287.0030642
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,3.0,-2.0,0.0,-0.0,4211948219.4960403
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,3.0,-2.0,1.0,0.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,3.0,-2.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,3.0,-1.0,1.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,3.0,-1.0,2.0,1.0,576744762.7154258
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,3.0,0.0,2.0,2.0,665967488.014916
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,4.0,-4.0,2.0,-2.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,4.0,-3.0,1.0,-1.0,-2233722861.009192
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,4.0,-3.0,2.0,-1.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,4.0,-2.0,1.0,0.0,-1688535768.020005
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,4.0,-2.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,4.0,-1.0,1.0,1.0,-844267884.0100025
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,4.0,-1.0,2.0,1.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,4.0,0.0,2.0,2.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-1.0,0.0,1.0,1.0,-1.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-1.0,0.0,1.0,1.0,1.0,2.0,2.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-1.0,0.0,2.0,2.0,-2.0,1.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-1.0,0.0,2.0,2.0,-2.0,2.0,-1.0,-1153489525.4308512
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-1.0,0.0,2.0,2.0,-1.0,1.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-1.0,0.0,2.0,2.0,-1.0,2.0,0.0,941820253.6502354
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-1.0,0.0,2.0,2.0,0.0,2.0,1.0,941820253.6502354
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-1.0,0.0,2.0,2.0,1.0,2.0,2.0,-1153489525.4308512
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,0.0,1.0,-1.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,0.0,1.0,1.0,2.0,2.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,1.0,1.0,-1.0,2.0,0.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,1.0,1.0,1.0,2.0,2.0,-0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,1.0,2.0,-2.0,1.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,1.0,2.0,-2.0,2.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,2s3_L=0.0_S=1.0,0,3p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,1.0,2.0,-1.0,1.0,0.0,-0.0
