term_id,L,S,J,Jʹ,K,Q,coefficient
3p3_L=1.0_S=1.0,1,1,0.0,1.0,1.0,1.0,8127373535.887206
3p3_L=1.0_S=1.0,1,1,0.0,2.0,2.0,-2.0,8771927320.663986
3p3_L=1.0_S=1.0,1,1,0.0,2.0,2.0,-1.0,8771927320.663986
3p3_L=1.0_S=1.0,1,1,0.0,2.0,2.0,-0.0,8771927320.663986
3p3_L=1.0_S=1.0,1,1,0.0,2.0,2.0,1.0,8771927320.663986
3p3_L=1.0_S=1.0,1,1,0.0,2.0,2.0,2.0,8771927320.663986
3p3_L=1.0_S=1.0,1,1,1.0,0.0,1.0,-1.0,-8127373535.887206
3p3_L=1.0_S=1.0,1,1,1.0,0.0,1.0,-0.0,-8127373535.887206
3p3_L=1.0_S=1.0,1,1,1.0,0.0,1.0,1.0,-8127373535.887206
3p3_L=1.0_S=1.0,1,1,1.0,1.0,0.0,-0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,-0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,1.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-2.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,-0.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,1.0,2.0,2.0,0.0
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,-1.0,644553784.776781
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,-0.0,644553784.776781
3p3_L=1.0_S=1.0,1,1,1.0,2.0,1.0,1.0,644553784.776781
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-2.0,644553784.776781
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-1.0,644553784.776781
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,-0.0,644553784.776781
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,1.0,644553784.776781
3p3_L=1.0_S=1.0,1,1,1.0,2.0,2.0,2.0,644553784.776781
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-3.0,644553784.776781
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-2.0,644553784.776781
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-1.0,644553784.776781
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,-0.0,644553784.776781
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,1.0,644553784.776781
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,2.0,644553784.776781
3p3_L=1.0_S=1.0,1,1,1.0,2.0,3.0,3.0,644553784.776781
3p3_L=1.0_S=1.0,1,1,2.0,0.0,2.0,-2.0,-8771927320.663986
3p3_L=1.0_S=1.0,1,1,2.0,0.0,2.0,-1.0,-8771927320.663986
3p3_L=1.0_S=1.0,1,1,2.0,0.0,2.0,-0.0,-8771927320.663986
3p3_L=1.0_S=1.0,1,1,2.0,0.0,2.0,1.0,-8771927320.663986
3p3_L=1.0_S=1.0,1,1,2.0,0.0,2.0,2.0,-8771927320.663986
3p3_L=1.0_S=1.0,1,1,2.0,1.0,1.0,-1.0,-644553784.776781
3p3_L=1.0_S=1.0,1,1,2.0,1.0,1.0,-0.0,-644553784.776781
3p3_L=1.0_S=1.0,1,1,2.0,1.0,1.0,1.0,-644553784.776781
3p3_L=1.0_S=1.0,1,1,2.0,1.0,2.0,-2.0,-644553784.776781
3p3_L=1.0_S=1.0,1,1,2.0,1.0,2.0,-1.0,-644553784.776781
3p3_L=1.0_S=1.0,1,1,2.0,1.0,2.0,-0.0,-644553784.776781
3p3_L=1.0_S=1.0,1,1,2.0,1.0,2.0,1.0,-644553784.776781
3p3_L=1.0_S=1.0,1,1,2.0,1.0,2.0,2.0,-644553784.776781
3p3_L=1.0_S=1.0,1,1,2.0,1.0,3.0,-3.0,-644553784.776781
3p3_L=1.0_S=1.0,1,1,2.0,1.0,3.0,-2.0,-644553784.776781
3p3_L=1.0_S=1.0,1,1,2.0,1.0,3.0,-1.0,-644553784.776781
3p3_L=1.0_S=1.0,1,1,2.0,1.0,3.0,-0.0,-644553784.776781
3p3_L=1.0_S=1.0,1,1,2.0,1.0,3.0,1.0,-644553784.776781
3p3_L=1.0_S=1.0,1,1,2.0,1.0,3.0,2.0,-644553784.776781
3p3_L=1.0_S=1.0,1,1,2.0,1.0,3.0,3.0,-644553784.776781
3p3_L=1.0_S=1.0,1,1,2.0,2.0,0.0,-0.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,1.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,1.0,-0.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,1.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,2.0,-2.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,2.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,2.0,-0.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,2.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,2.0,2.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,3.0,-3.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,3.0,-2.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,3.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,3.0,-0.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,3.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,3.0,2.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,3.0,3.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,4.0,-4.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,4.0,-3.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,4.0,-2.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,4.0,-1.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,4.0,-0.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,4.0,1.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,4.0,2.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,4.0,3.0,0.0
3p3_L=1.0_S=1.0,1,1,2.0,2.0,4.0,4.0,0.0
3s3_L=0.0_S=1.0,0,1,1.0,1.0,0.0,-0.0,0.0
3s3_L=0.0_S=1.0,0,1,1.0,1.0,1.0,-1.0,0.0
3s3_L=0.0_S=1.0,0,1,1.0,1.0,1.0,-0.0,0.0
3s3_L=0.0_S=1.0,0,1,1.0,1.0,1.0,1.0,0.0
3s3_L=0.0_S=1.0,0,1,1.0,1.0,2.0,-2.0,0.0
3s3_L=0.0_S=1.0,0,1,1.0,1.0,2.0,-1.0,0.0
3s3_L=0.0_S=1.0,0,1,1.0,1.0,2.0,-0.0,0.0
3s3_L=0.0_S=1.0,0,1,1.0,1.0,2.0,1.0,0.0
3s3_L=0.0_S=1.0,0,1,1.0,1.0,2.0,2.0,0.0
