term_id,L,S,term_upper_id,Lu,transition_id,J,Jʹ,K,Q,Ju,Jʹu,Ku,Qu,Kr,Qr,coefficient
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,-1.0,2.0,0.0,4.036250460548208e-06
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,0.0,1.0,1.0,26866879040.788563
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,0.0,2.0,1.0,2.330330289914259e-06
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,1.0,2.0,2.0,-3.295584700805571e-06
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,2.0,-2.0,1.0,-1.0,0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,2.0,-2.0,2.0,-1.0,18539907913.06514
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,2.0,-1.0,0.0,-0.0,74928145770.5132
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,2.0,-1.0,1.0,0.0,-0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,2.0,-1.0,2.0,0.0,7568885710.866289
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,2.0,0.0,1.0,1.0,-0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,2.0,0.0,2.0,1.0,-7568885710.866289
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,2.0,1.0,2.0,2.0,-18539907913.06514
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,3.0,-3.0,2.0,-2.0,1.5632330814825222e-05
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,3.0,-2.0,1.0,-1.0,-98103971336.01775
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,3.0,-2.0,2.0,-1.0,0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,3.0,-1.0,1.0,0.0,-87746859508.01059
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,3.0,-1.0,2.0,0.0,-9.886754102416713e-06
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,3.0,0.0,1.0,1.0,-53733758081.57714
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,3.0,0.0,2.0,1.0,-1.3981981739485549e-05
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,3.0,1.0,2.0,2.0,-1.210875138164462e-05
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,4.0,-3.0,2.0,-2.0,120152335756.9352
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,4.0,-2.0,2.0,-1.0,128448249892.30841
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,4.0,-1.0,2.0,0.0,111239447478.39085
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,4.0,0.0,2.0,1.0,81237806224.43445
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,-1.0,2.0,2.0,4.0,1.0,2.0,2.0,45413314265.19775
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,-0.0,2.0,0.0,56640354259.42116
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,-1.0,1.0,-1.0,-20025389292.822525
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,-1.0,2.0,-1.0,60076167878.467575
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,40050778585.64505
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-20025389292.822525
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,-60076167878.467575
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,-2.0,2.0,-2.0,40050778585.64505
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,-1.0,1.0,-1.0,60076167878.467575
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,-1.0,2.0,-1.0,-20025389292.822525
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,56640354259.42116
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,-0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,-40050778585.64505
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,-60076167878.467575
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,-20025389292.822525
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,40050778585.64505
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,-1.0,1.0,-1.0,20025389292.822525
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,-1.0,2.0,-1.0,60076167878.467575
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-40050778585.64505
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,20025389292.822525
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,-60076167878.467575
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,-0.0,2.0,0.0,-49051985668.00884
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-34684991696.514404
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,-1.0,2.0,-1.0,0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,69369983393.02881
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-34684991696.514404
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,-0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,-2.0,2.0,-2.0,69369983393.02881
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,-1.0,1.0,-1.0,4.84350055265785e-06
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,-1.0,2.0,-1.0,-34684991696.514404
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,-0.0,-49051985668.00884
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,-0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,-69369983393.02881
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,-4.84350055265785e-06
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,-34684991696.514404
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,69369983393.02881
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,-1.0,1.0,-1.0,17911252693.859047
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,-1.0,2.0,-1.0,-26866879040.788563
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,-35822505387.718094
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,-0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,17911252693.859047
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,26866879040.788563
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,-2.0,2.0,-2.0,0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,-1.0,1.0,-1.0,60076167878.467575
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,-1.0,2.0,-1.0,-0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,-0.0,84960531389.13173
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,-0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,-0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,-60076167878.467575
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,-0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,-2.0,2.0,-2.0,-84960531389.13174
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,-1.0,1.0,-1.0,-53733758081.577156
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,-1.0,2.0,-1.0,-53733758081.57715
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,-65810144631.00797
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,-53733758081.577156
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,53733758081.57715
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,84960531389.13174
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,-2.0,2.0,-2.0,40050778585.64505
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,-1.0,1.0,-1.0,-60076167878.467575
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,-1.0,2.0,-1.0,-20025389292.822525
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,-0.0,56640354259.42116
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,-40050778585.64505
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,60076167878.467575
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,-20025389292.822525
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,40050778585.64505
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,-1.0,1.0,-1.0,-17911252693.859047
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,-1.0,2.0,-1.0,-26866879040.788574
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,35822505387.718094
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,-0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,-17911252693.859047
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,26866879040.788574
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,-2.0,2.0,-2.0,0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,-1.0,1.0,-1.0,60076167878.467575
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,-1.0,2.0,-1.0,-0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,-0.0,-84960531389.13173
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,-0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,-0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,-60076167878.467575
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,-0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,-2.0,2.0,-2.0,-84960531389.13174
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,-1.0,1.0,-1.0,53733758081.57714
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,-1.0,2.0,-1.0,-53733758081.57715
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,65810144631.00795
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,53733758081.57714
2s3_L=0.0_S=1.0,0,1,2p3_L=1.0_S=1.0,1,2p3_L=1.0_S=1.0->2s3_L=0.0_S=1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,53733758081.57715
