term_id,K,Q,J,Jʹ,term_upper_id,transition_id,Ku,Qu,Ju,Jʹu,t_s_1,Kr,Qr,index1,index0
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,-7114567808.149996,1.0,1.0,10,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,0.0,2.0,1.0,10,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,11,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,-4107597639.2032456,0.0,0.0,13,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,-4.6833867703708844e-07,1.0,0.0,13,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,5809020290.1329365,2.0,0.0,13,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,-3.3116545442486166e-07,1.0,1.0,14,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,7114567808.149995,2.0,1.0,14,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,1.0,5809020290.1329365,2.0,2.0,15,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,0.0,-0.0,1.0,1.0,-22533646531.342964,2.0,2.0,180,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,-39029420672.08421,1.0,1.0,181,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,0.0,2.0,1.0,181,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,182,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,-22533646531.342964,0.0,0.0,184,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,-2.5692336816508622e-06,1.0,0.0,184,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,31867388534.346672,2.0,0.0,184,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,-1.8167225587482039e-06,1.0,1.0,185,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,39029420672.08422,2.0,1.0,185,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,1.0,31867388534.346672,2.0,2.0,186,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,2.0,27040375837.61156,1.0,1.0,189,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,2.0,-13520187918.805779,2.0,1.0,189,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,2.0,-19120433120.608,2.0,2.0,190,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,2.0,52363462647.129486,0.0,0.0,192,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,2.0,-42754588216.91792,1.0,0.0,192,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,2.0,0.0,2.0,0.0,192,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,2.0,-30232059255.021126,1.0,1.0,193,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,2.0,0.0,2.0,1.0,193,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,194,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,1.0,2.0,-52363462647.12951,1.0,-1.0,197,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,1.0,2.0,52363462647.12952,2.0,-1.0,197,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,1.0,2.0,-30232059255.02114,1.0,0.0,198,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,1.0,2.0,52363462647.12951,2.0,0.0,198,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,1.0,2.0,-13520187918.805782,1.0,1.0,199,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,1.0,2.0,40560563756.41735,2.0,1.0,199,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,1.0,2.0,23417652403.250534,2.0,2.0,200,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,2.0,1.0,-27040375837.61156,1.0,1.0,225,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,2.0,1.0,-13520187918.805782,2.0,1.0,225,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,-19120433120.60801,2.0,2.0,226,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,2.0,1.0,-52363462647.12949,0.0,0.0,228,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,2.0,1.0,-42754588216.91792,1.0,0.0,228,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,2.0,1.0,0.0,2.0,0.0,228,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,1.0,-30232059255.021126,1.0,1.0,229,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,1.0,0.0,2.0,1.0,229,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,230,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,2.0,1.0,52363462647.1295,1.0,-1.0,233,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,2.0,1.0,52363462647.12952,2.0,-1.0,233,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,2.0,1.0,30232059255.021133,1.0,0.0,234,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,2.0,1.0,52363462647.12951,2.0,0.0,234,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,2.0,1.0,13520187918.80578,1.0,1.0,235,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,2.0,1.0,40560563756.41735,2.0,1.0,235,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,2.0,1.0,23417652403.250534,2.0,2.0,236,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,0.0,-0.0,2.0,2.0,10472692529.4259,2.0,2.0,240,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,2.0,2.0,31418077588.2777,1.0,1.0,241,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,2.0,2.0,-2.7250838381223056e-06,2.0,1.0,241,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,2.0,2.0,-3.853850522476293e-06,2.0,2.0,242,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,2.0,2.0,61957284547.95495,0.0,0.0,244,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,2.0,2.0,0.0,1.0,0.0,244,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,2.0,2.0,-12517261727.932415,2.0,0.0,244,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,2.0,0.0,1.0,1.0,245,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,2.0,-15330452105.151447,2.0,1.0,245,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,2.0,-12517261727.932415,2.0,2.0,246,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,2.0,2.0,-99352684882.84743,1.0,-1.0,249,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,2.0,2.0,-1.2926207615070109e-05,2.0,-1.0,249,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,2.0,2.0,-57361299361.82403,1.0,0.0,250,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,2.0,2.0,-1.2926207615070106e-05,2.0,0.0,250,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,2.0,2.0,-25652752930.150764,1.0,1.0,251,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,2.0,2.0,-1.0012597364557204e-05,2.0,1.0,251,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,2.0,2.0,-5.780775783714439e-06,2.0,2.0,252,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-4.0,2.0,2.0,140505914419.50323,2.0,-2.0,256,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-3.0,2.0,2.0,99352684882.84744,2.0,-1.0,257,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-2.0,2.0,2.0,65041599853.24903,2.0,0.0,258,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-1.0,2.0,2.0,37551785183.79726,2.0,1.0,259,34
2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,0.0,2.0,2.0,16793668869.488016,2.0,2.0,260,34
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,0.0,-0.0,1.0,1.0,4107597639.2032456,2.0,1.0,9,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,5030759142.354374,1.0,0.0,10,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,0.0,2.0,0.0,10,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,-5030759142.354374,1.0,1.0,11,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,11,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,12,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,3.3116545442486166e-07,1.0,-1.0,13,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,-7114567808.149995,2.0,-1.0,13,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,-4107597639.2032456,0.0,0.0,14,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,-2.3416933851854427e-07,1.0,0.0,14,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,-2904510145.0664682,2.0,0.0,14,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,1.0,-4.055931918889144e-07,1.0,1.0,15,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,1.0,2904510145.0664682,2.0,1.0,15,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,7114567808.149995,2.0,2.0,16,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,0.0,-0.0,1.0,1.0,22533646531.342964,2.0,1.0,180,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,27597968023.01317,1.0,0.0,181,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,0.0,2.0,0.0,181,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,-27597968023.01317,1.0,1.0,182,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,182,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,183,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,1.8167225587482039e-06,1.0,-1.0,184,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,-39029420672.08422,2.0,-1.0,184,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,-22533646531.342964,0.0,0.0,185,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,-1.2846168408254313e-06,1.0,0.0,185,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,-15933694267.173336,2.0,0.0,185,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,1.0,-2.225021636568268e-06,1.0,1.0,186,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,1.0,15933694267.173336,2.0,1.0,186,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,39029420672.08422,2.0,2.0,187,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,2.0,-19120433120.608006,1.0,0.0,189,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,2.0,16558780813.807901,2.0,0.0,189,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,2.0,19120433120.608006,1.0,1.0,190,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,2.0,9560216560.304003,2.0,1.0,190,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,2.0,-13520187918.805779,2.0,2.0,191,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,2.0,30232059255.021126,1.0,-1.0,192,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,2.0,0.0,2.0,-1.0,192,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,2.0,52363462647.129486,0.0,0.0,193,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,2.0,-21377294108.458965,1.0,0.0,193,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,2.0,0.0,2.0,0.0,193,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,-37026559524.193756,1.0,1.0,194,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,194,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,195,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,1.0,2.0,-52363462647.12952,2.0,-2.0,197,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,1.0,2.0,-42754588216.917946,1.0,-1.0,198,35
2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,1.0,2.0,-0.0,2.0,-1.0,198,35
