term_id,K,Q,J,Jʹ,term_upper_id,transition_id,Kʹ,Qʹ,Jʹʹ,Jʹʹʹ,Kr,Qr,r_a_1,index1,index0
2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,80,31
2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,80,31
2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,80,31
2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,80,31
2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,81,31
2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,81,31
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,0.0,-0.0,0.0,0.0,1.0,-0.0,0.0,18,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,0.0,-0.0,0.0,0.0,1.0,-0.0,0.0,18,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,-2904510145.0664682,19,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,0.0,1.0,2.0,-1.0,0.0,19,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,31867388534.34668,19,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,0.0,1.0,2.0,-1.0,0.0,19,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,20,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,20,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,20,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,20,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,0.0,1.0,1.0,1.0,2904510145.0664682,21,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,21,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,0.0,1.0,1.0,1.0,-31867388534.34668,21,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,21,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,0.0,2.0,2.0,-2.0,0.0,22,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,0.0,2.0,2.0,-2.0,0.0,22,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,0.0,2.0,1.0,-1.0,0.0,23,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,0.0,2.0,2.0,-1.0,0.0,23,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,0.0,2.0,1.0,-1.0,0.0,23,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,0.0,2.0,2.0,-1.0,0.0,23,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,24,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,24,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,24,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,24,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,25,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,25,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,25,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,25,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,26,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,26,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,-2904510145.066469,27,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,0.0,2.0,-1.0,-0.0,27,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,31867388534.34668,27,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,0.0,2.0,-1.0,-0.0,27,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,28,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,0.0,2.0,0.0,-0.0,28,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,28,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,0.0,2.0,0.0,-0.0,28,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,0.0,1.0,1.0,2904510145.066469,29,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,0.0,2.0,1.0,-0.0,29,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,0.0,1.0,1.0,-31867388534.34668,29,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,0.0,2.0,1.0,-0.0,29,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,0.0,-0.0,1.0,1.0,1.0,-0.0,4107597639.203245,30,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,0.0,-0.0,1.0,1.0,1.0,-0.0,-45067293062.685936,30,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-2.384185791015625e-07,31,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,2.0,-1.0,-2515379571.177187,31,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,31,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,2.0,-1.0,-5519593604.602633,31,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,0.0,0.0,8215195278.40649,32,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,32,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,2.0,0.0,-2904510145.0664682,32,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,0.0,0.0,180269172250.74374,32,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,32,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,2.0,0.0,-6373477706.869335,32,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.384185791015625e-07,33,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,1.0,2.0,1.0,-2515379571.177187,33,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,33,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,1.0,2.0,1.0,-5519593604.602633,33,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,2.0,-2.0,0.0,34,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,2.0,-2.0,0.0,34,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,1.0,-1.0,2515379571.177187,35,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,2.0,-1.0,0.0,35,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,1.0,-1.0,-27597968023.01317,35,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,2.0,-1.0,0.0,35,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,1.0,1.0,0.0,2904510145.0664682,36,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,36,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,1.0,1.0,0.0,-31867388534.34667,36,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,36,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,1.0,1.0,2515379571.177187,37,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,37,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,1.0,1.0,-27597968023.01317,37,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,37,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,38,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,38,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,2.0,1.0,-1.0,-1623670531.4266,39,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,2.0,2.0,-1.0,-2922606956.567879,39,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,2.0,1.0,-1.0,17814411757.04914,39,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,2.0,2.0,-1.0,-6413188232.537689,39,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,40,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,40,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,2.0,2.0,0.0,-3374735826.2198753,40,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,40,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,40,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,2.0,2.0,0.0,-7405311904.838749,40,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,2.0,1.0,1.0,1623670531.4266,41,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,2.0,2.0,1.0,-2922606956.567879,41,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,2.0,1.0,1.0,-17814411757.04914,41,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,2.0,2.0,1.0,-6413188232.537689,41,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,2.0,2.0,-2.0,1452255072.5332341,42,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,2.0,2.0,-2.0,3186738853.4346666,42,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,2.0,1.0,-1.0,-2178382608.7998514,43,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,2.0,2.0,-1.0,726127536.2666171,43,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,2.0,1.0,-1.0,23900541400.76001,43,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,2.0,2.0,-1.0,1593369426.7173336,43,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,1.0,0.0,-2515379571.1771865,44,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,44,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,1.0,0.0,27597968023.013165,44,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,44,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,1.0,1.0,-2178382608.7998514,45,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,2.0,1.0,-726127536.2666171,45,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,1.0,1.0,23900541400.76001,45,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,2.0,1.0,-1593369426.7173336,45,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,1.0,2.0,2.0,2.0,-1452255072.5332341,46,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,1.0,2.0,2.0,2.0,-3186738853.4346666,46,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,2.0,0.0,2.0,-2.0,0.0,54,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,2.0,0.0,2.0,-2.0,0.0,54,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,0.0,1.0,-1.0,0.0,55,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,0.0,2.0,-1.0,0.0,55,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,0.0,1.0,-1.0,0.0,55,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3d3_L=2.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,0.0,2.0,-1.0,0.0,55,32
2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,3s3_L=0.0_S=1.0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,56,32
