term_id,K,Q,J,Jʹ,term_lower_id,transition_id,Kʹ,Qʹ,Jʹʹ,Jʹʹʹ,r_e_0,index1,index0
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,2.0,3.0,0.0,276,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,2.0,3.0,0.0,277,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,2.0,3.0,0.0,278,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,3.0,2.0,3.0,0.0,279,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,3.0,1.0,0.0,300,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,3.0,1.0,0.0,301,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,3.0,1.0,0.0,302,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,3.0,1.0,0.0,303,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,1.0,0.0,304,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,3.0,1.0,0.0,305,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,3.0,1.0,0.0,306,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,3.0,1.0,0.0,307,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,3.0,1.0,0.0,308,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,3.0,1.0,0.0,309,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,3.0,1.0,0.0,310,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,3.0,3.0,1.0,0.0,311,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,3.0,2.0,0.0,321,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,3.0,2.0,0.0,322,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,3.0,2.0,0.0,323,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,3.0,2.0,0.0,324,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,3.0,2.0,0.0,325,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,3.0,2.0,0.0,326,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,3.0,2.0,0.0,327,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,2.0,0.0,328,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,3.0,2.0,0.0,329,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,3.0,2.0,0.0,330,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,3.0,2.0,0.0,331,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,3.0,2.0,0.0,332,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,3.0,2.0,0.0,333,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,3.0,2.0,0.0,334,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,3.0,3.0,2.0,0.0,335,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,3.0,3.0,0.0,357,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,3.0,3.0,0.0,358,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,3.0,3.0,0.0,359,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,3.0,3.0,0.0,360,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,3.0,3.0,0.0,361,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,3.0,3.0,0.0,362,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,3.0,3.0,0.0,363,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,3.0,0.0,364,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,3.0,3.0,0.0,365,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,3.0,3.0,0.0,366,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,3.0,3.0,0.0,367,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,3.0,3.0,0.0,368,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,3.0,3.0,0.0,369,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,3.0,3.0,0.0,370,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,3.0,3.0,3.0,0.0,371,225
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,0.0,181,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,0.0,182,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,1.0,0.0,183,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,0.0,184,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,0.0,185,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,1.0,0.0,186,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,0.0,187,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,0.0,188,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,2.0,0.0,189,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,2.0,0.0,190,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,2.0,0.0,191,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,2.0,0.0,192,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,2.0,0.0,193,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,0.0,194,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,0.0,195,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,1.0,2.0,0.0,196,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,1.0,2.0,0.0,197,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,1.0,2.0,0.0,198,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,1.0,2.0,0.0,199,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,1.0,2.0,0.0,200,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,1.0,2.0,0.0,201,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,1.0,2.0,0.0,202,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,3.0,1.0,2.0,0.0,203,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,3.0,0.0,204,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,3.0,0.0,205,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,3.0,0.0,206,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,3.0,0.0,207,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,1.0,3.0,0.0,208,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,1.0,3.0,0.0,209,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,1.0,3.0,0.0,210,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,1.0,3.0,0.0,211,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,1.0,3.0,0.0,212,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,1.0,3.0,0.0,213,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,1.0,3.0,0.0,214,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,3.0,1.0,3.0,0.0,215,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,2.0,1.0,0.0,225,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,211660000.0,226,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,2.0,1.0,0.0,227,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,2.0,1.0,0.0,228,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,1.0,0.0,229,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,1.0,0.0,230,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,2.0,1.0,0.0,231,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,2.0,1.0,0.0,232,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,2.0,1.0,0.0,233,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,2.0,1.0,0.0,234,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,2.0,1.0,0.0,235,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,2.0,1.0,0.0,236,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,2.0,1.0,0.0,237,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,2.0,1.0,0.0,238,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,3.0,2.0,1.0,0.0,239,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,2.0,2.0,0.0,241,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,2.0,2.0,0.0,242,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,2.0,2.0,0.0,243,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,2.0,2.0,0.0,244,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,2.0,0.0,245,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,2.0,0.0,246,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,2.0,2.0,0.0,247,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,2.0,2.0,0.0,248,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,2.0,2.0,0.0,249,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,2.0,2.0,0.0,250,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,2.0,2.0,0.0,251,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,2.0,2.0,0.0,252,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,2.0,2.0,0.0,253,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,2.0,2.0,0.0,254,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,3.0,2.0,2.0,0.0,255,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,2.0,3.0,0.0,265,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,2.0,3.0,0.0,266,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,2.0,3.0,0.0,267,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,2.0,3.0,0.0,268,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,3.0,0.0,269,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,3.0,0.0,270,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,2.0,3.0,0.0,271,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,2.0,3.0,0.0,272,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,2.0,3.0,0.0,273,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,2.0,3.0,0.0,274,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,2.0,3.0,0.0,275,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,2.0,3.0,0.0,276,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,2.0,3.0,0.0,277,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,2.0,3.0,0.0,278,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,3.0,2.0,3.0,0.0,279,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,3.0,1.0,0.0,300,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,3.0,1.0,0.0,301,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,3.0,1.0,0.0,302,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,3.0,1.0,0.0,303,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,1.0,0.0,304,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,3.0,1.0,0.0,305,226
