term_id,K,Q,J,Jʹ,Kʹ,Qʹ,Jʹʹ,Jʹʹʹ,n_0,n_1,index1,index0
3p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,-1.570092458683775e-16,121,125
3p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,644553784.776781,-0.0,125,125
3p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,-1.922962686383564e-16,131,125
3p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,-0.0,137,125
3p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,-0.0,141,125
3p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,-0.0,145,125
3p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,-0.0,151,125
3p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.22360679774997896,157,125
3p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,-0.0,161,125
3p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,-0.4472135954999579,167,125
3p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,-0.0,102,126
3p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.33333333333333326,106,126
3p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,110,126
3p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,-0.4330127018922193,114,126
3p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,-0.14433756729740646,118,126
3p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,-1.3597399555105185e-16,122,126
3p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,644553784.776781,1.4999999999999998,126,126
3p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,-1.8129866073473576e-16,132,126
3p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,138,126
3p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,-0.0,142,126
3p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,146,126
3p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,-0.0,152,126
3p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.19364916731037088,158,126
3p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.2204792759220492,162,126
3p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,-0.4216370213557838,168,126
3p3_L=1.0_S=1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.6666666666666665,107,127
3p3_L=1.0_S=1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,-0.28867513459481287,119,127
3p3_L=1.0_S=1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,644553784.776781,2.999999999999999,127,127
3p3_L=1.0_S=1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,-1.4332917616497527e-16,133,127
3p3_L=1.0_S=1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,139,127
3p3_L=1.0_S=1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,147,127
3p3_L=1.0_S=1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,-0.0,153,127
3p3_L=1.0_S=1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.4409585518440983,163,127
3p3_L=1.0_S=1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,-0.3333333333333333,169,127
3p3_L=1.0_S=1.0,3.0,-3.0,1.0,2.0,3.0,-3.0,1.0,2.0,644553784.776781,-4.500000000000001,128,128
3p3_L=1.0_S=1.0,3.0,-3.0,1.0,2.0,3.0,-3.0,2.0,1.0,0.0,0.0,148,128
3p3_L=1.0_S=1.0,3.0,-3.0,1.0,2.0,3.0,-3.0,2.0,2.0,0.0,-0.35355339059327373,164,128
3p3_L=1.0_S=1.0,3.0,-3.0,1.0,2.0,4.0,-3.0,2.0,2.0,0.0,-0.3535533905932738,172,128
3p3_L=1.0_S=1.0,3.0,-2.0,1.0,2.0,2.0,-2.0,0.0,2.0,0.0,-0.47140452079103173,103,129
3p3_L=1.0_S=1.0,3.0,-2.0,1.0,2.0,2.0,-2.0,1.0,1.0,0.0,-0.4082482904638631,115,129
3p3_L=1.0_S=1.0,3.0,-2.0,1.0,2.0,2.0,-2.0,1.0,2.0,0.0,-1.4332917616497527e-16,123,129
3p3_L=1.0_S=1.0,3.0,-2.0,1.0,2.0,3.0,-2.0,1.0,2.0,644553784.776781,-3.0,129,129
3p3_L=1.0_S=1.0,3.0,-2.0,1.0,2.0,2.0,-2.0,2.0,0.0,0.0,0.0,135,129
3p3_L=1.0_S=1.0,3.0,-2.0,1.0,2.0,2.0,-2.0,2.0,1.0,0.0,0.0,143,129
3p3_L=1.0_S=1.0,3.0,-2.0,1.0,2.0,3.0,-2.0,2.0,1.0,0.0,0.0,149,129
3p3_L=1.0_S=1.0,3.0,-2.0,1.0,2.0,2.0,-2.0,2.0,2.0,0.0,0.0890870806374748,159,129
3p3_L=1.0_S=1.0,3.0,-2.0,1.0,2.0,3.0,-2.0,2.0,2.0,0.0,-0.23570226039551578,165,129
3p3_L=1.0_S=1.0,3.0,-2.0,1.0,2.0,4.0,-2.0,2.0,2.0,0.0,-0.46291004988627565,173,129
3p3_L=1.0_S=1.0,3.0,-1.0,1.0,2.0,2.0,-1.0,0.0,2.0,0.0,-0.5962847939999439,104,130
3p3_L=1.0_S=1.0,3.0,-1.0,1.0,2.0,2.0,-1.0,1.0,1.0,0.0,-0.5163977794943223,116,130
3p3_L=1.0_S=1.0,3.0,-1.0,1.0,2.0,2.0,-1.0,1.0,2.0,0.0,-1.8129866073473576e-16,124,130
3p3_L=1.0_S=1.0,3.0,-1.0,1.0,2.0,3.0,-1.0,1.0,2.0,644553784.776781,-1.5,130,130
3p3_L=1.0_S=1.0,3.0,-1.0,1.0,2.0,2.0,-1.0,2.0,0.0,0.0,0.0,136,130
3p3_L=1.0_S=1.0,3.0,-1.0,1.0,2.0,2.0,-1.0,2.0,1.0,0.0,0.0,144,130
3p3_L=1.0_S=1.0,3.0,-1.0,1.0,2.0,3.0,-1.0,2.0,1.0,0.0,0.0,150,130
3p3_L=1.0_S=1.0,3.0,-1.0,1.0,2.0,2.0,-1.0,2.0,2.0,0.0,0.1126872339638022,160,130
3p3_L=1.0_S=1.0,3.0,-1.0,1.0,2.0,3.0,-1.0,2.0,2.0,0.0,-0.11785113019775789,166,130
3p3_L=1.0_S=1.0,3.0,-1.0,1.0,2.0,4.0,-1.0,2.0,2.0,0.0,-0.5175491695067655,174,130
3p3_L=1.0_S=1.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,-0.632455532033676,105,131
3p3_L=1.0_S=1.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,-0.5477225575051663,117,131
3p3_L=1.0_S=1.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,-1.922962686383564e-16,125,131
3p3_L=1.0_S=1.0,3.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,644553784.776781,0.0,131,131
3p3_L=1.0_S=1.0,3.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,137,131
3p3_L=1.0_S=1.0,3.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,145,131
3p3_L=1.0_S=1.0,3.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,-0.0,151,131
3p3_L=1.0_S=1.0,3.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.11952286093343938,161,131
3p3_L=1.0_S=1.0,3.0,0.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,167,131
3p3_L=1.0_S=1.0,3.0,0.0,1.0,2.0,4.0,0.0,2.0,2.0,0.0,-0.5345224838248488,175,131
3p3_L=1.0_S=1.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,-0.5962847939999439,106,132
3p3_L=1.0_S=1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,-0.5163977794943223,118,132
3p3_L=1.0_S=1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,-1.8129866073473576e-16,126,132
3p3_L=1.0_S=1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,644553784.776781,1.5,132,132
3p3_L=1.0_S=1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,138,132
3p3_L=1.0_S=1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,146,132
3p3_L=1.0_S=1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,-0.0,152,132
3p3_L=1.0_S=1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.1126872339638022,162,132
3p3_L=1.0_S=1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,0.11785113019775789,168,132
3p3_L=1.0_S=1.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,0.0,-0.5175491695067655,176,132
3p3_L=1.0_S=1.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,-0.47140452079103173,107,133
3p3_L=1.0_S=1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,-0.4082482904638631,119,133
3p3_L=1.0_S=1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,-1.4332917616497527e-16,127,133
3p3_L=1.0_S=1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,644553784.776781,3.0,133,133
3p3_L=1.0_S=1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,139,133
3p3_L=1.0_S=1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,147,133
3p3_L=1.0_S=1.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,-0.0,153,133
3p3_L=1.0_S=1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0890870806374748,163,133
3p3_L=1.0_S=1.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,0.23570226039551578,169,133
3p3_L=1.0_S=1.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,0.0,-0.46291004988627565,177,133
3p3_L=1.0_S=1.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,644553784.776781,4.500000000000001,134,134
3p3_L=1.0_S=1.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,-0.0,154,134
3p3_L=1.0_S=1.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,0.0,0.35355339059327373,170,134
3p3_L=1.0_S=1.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,2.0,0.0,-0.3535533905932738,178,134
3p3_L=1.0_S=1.0,2.0,-2.0,2.0,0.0,2.0,-2.0,0.0,2.0,-0.0,0.0,103,135
3p3_L=1.0_S=1.0,2.0,-2.0,2.0,0.0,2.0,-2.0,1.0,1.0,-0.0,0.0,115,135
3p3_L=1.0_S=1.0,2.0,-2.0,2.0,0.0,2.0,-2.0,1.0,2.0,-0.0,0.0,123,135
3p3_L=1.0_S=1.0,2.0,-2.0,2.0,0.0,3.0,-2.0,1.0,2.0,-0.0,0.0,129,135
3p3_L=1.0_S=1.0,2.0,-2.0,2.0,0.0,2.0,-2.0,2.0,0.0,-8771927320.663986,-3.0,135,135
3p3_L=1.0_S=1.0,2.0,-2.0,2.0,0.0,2.0,-2.0,2.0,1.0,-0.0,0.6666666666666665,143,135
3p3_L=1.0_S=1.0,2.0,-2.0,2.0,0.0,3.0,-2.0,2.0,1.0,-0.0,-0.47140452079103173,149,135
3p3_L=1.0_S=1.0,2.0,-2.0,2.0,0.0,2.0,-2.0,2.0,2.0,-0.0,0.0,159,135
3p3_L=1.0_S=1.0,2.0,-2.0,2.0,0.0,3.0,-2.0,2.0,2.0,-0.0,-0.0,165,135
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,0.0,1.0,-1.0,0.0,1.0,-0.0,0.0,100,136
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,0.0,2.0,-1.0,0.0,2.0,-0.0,0.0,104,136
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,0.0,1.0,-1.0,1.0,0.0,-0.0,-0.5,108,136
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,0.0,1.0,-1.0,1.0,1.0,-0.0,0.0,112,136
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,0.0,2.0,-1.0,1.0,1.0,-0.0,0.0,116,136
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,0.0,1.0,-1.0,1.0,2.0,-0.0,-0.0,120,136
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,0.0,2.0,-1.0,1.0,2.0,-0.0,0.0,124,136
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,0.0,3.0,-1.0,1.0,2.0,-0.0,0.0,130,136
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,0.0,2.0,-1.0,2.0,0.0,-8771927320.663986,-1.5000000000000002,136,136
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,0.0,1.0,-1.0,2.0,1.0,-0.0,0.44721359549995787,140,136
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,0.0,2.0,-1.0,2.0,1.0,-0.0,0.33333333333333326,144,136
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,0.0,3.0,-1.0,2.0,1.0,-0.0,-0.5962847939999439,150,136
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,0.0,1.0,-1.0,2.0,2.0,-0.0,0.0,156,136
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,0.0,2.0,-1.0,2.0,2.0,-0.0,0.0,160,136
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,0.0,3.0,-1.0,2.0,2.0,-0.0,-0.0,166,136
3p3_L=1.0_S=1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,-0.0,0.0,101,137
3p3_L=1.0_S=1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,-0.0,0.0,105,137
3p3_L=1.0_S=1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,-0.0,-0.5773502691896256,109,137
3p3_L=1.0_S=1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,-0.0,0.0,113,137
3p3_L=1.0_S=1.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,-0.0,0.0,117,137
3p3_L=1.0_S=1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,-0.0,-0.0,121,137
3p3_L=1.0_S=1.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,-0.0,0.0,125,137
3p3_L=1.0_S=1.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,2.0,-0.0,0.0,131,137
3p3_L=1.0_S=1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,-8771927320.663986,-0.0,137,137
3p3_L=1.0_S=1.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,-0.0,0.5163977794943221,141,137
3p3_L=1.0_S=1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,-0.0,0.0,145,137
3p3_L=1.0_S=1.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,-0.0,-0.632455532033676,151,137
3p3_L=1.0_S=1.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,-0.0,0.0,157,137
3p3_L=1.0_S=1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,-0.0,0.0,161,137
3p3_L=1.0_S=1.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,-0.0,-0.0,167,137
3p3_L=1.0_S=1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,-0.0,0.0,102,138
3p3_L=1.0_S=1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,-0.0,-0.0,106,138
3p3_L=1.0_S=1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,-0.0,-0.5,110,138
3p3_L=1.0_S=1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,114,138
3p3_L=1.0_S=1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,-0.0,118,138
3p3_L=1.0_S=1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,-0.0,-0.0,122,138
3p3_L=1.0_S=1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,-0.0,-0.0,126,138
3p3_L=1.0_S=1.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,-0.0,0.0,132,138
3p3_L=1.0_S=1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,-8771927320.663986,1.5000000000000002,138,138
3p3_L=1.0_S=1.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,-0.0,0.44721359549995787,142,138
3p3_L=1.0_S=1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,-0.0,-0.33333333333333326,146,138
3p3_L=1.0_S=1.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,-0.0,-0.5962847939999439,152,138
3p3_L=1.0_S=1.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,-0.0,0.0,158,138
3p3_L=1.0_S=1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,-0.0,-0.0,162,138
3p3_L=1.0_S=1.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,-0.0,-0.0,168,138
3p3_L=1.0_S=1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,-0.0,-0.0,107,139
3p3_L=1.0_S=1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,-0.0,-0.0,119,139
3p3_L=1.0_S=1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,-0.0,-0.0,127,139
3p3_L=1.0_S=1.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,-0.0,0.0,133,139
3p3_L=1.0_S=1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,-8771927320.663986,3.0,139,139
3p3_L=1.0_S=1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,-0.0,-0.6666666666666665,147,139
3p3_L=1.0_S=1.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,-0.0,-0.47140452079103173,153,139
3p3_L=1.0_S=1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,-0.0,-0.0,163,139
3p3_L=1.0_S=1.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,-0.0,-0.0,169,139
3p3_L=1.0_S=1.0,1.0,-1.0,2.0,1.0,1.0,-1.0,0.0,1.0,-0.0,0.0,100,140
3p3_L=1.0_S=1.0,1.0,-1.0,2.0,1.0,2.0,-1.0,0.0,2.0,-0.0,-0.0,104,140
3p3_L=1.0_S=1.0,1.0,-1.0,2.0,1.0,1.0,-1.0,1.0,0.0,-0.0,0.0,108,140
3p3_L=1.0_S=1.0,1.0,-1.0,2.0,1.0,1.0,-1.0,1.0,1.0,-0.0,-0.32274861218395134,112,140
3p3_L=1.0_S=1.0,1.0,-1.0,2.0,1.0,2.0,-1.0,1.0,1.0,-0.0,0.06454972243679027,116,140
3p3_L=1.0_S=1.0,1.0,-1.0,2.0,1.0,1.0,-1.0,1.0,2.0,-0.0,0.0,120,140
3p3_L=1.0_S=1.0,1.0,-1.0,2.0,1.0,2.0,-1.0,1.0,2.0,-0.0,-0.0,124,140
3p3_L=1.0_S=1.0,1.0,-1.0,2.0,1.0,2.0,-1.0,2.0,0.0,-0.0,0.44721359549995787,136,140
3p3_L=1.0_S=1.0,1.0,-1.0,2.0,1.0,1.0,-1.0,2.0,1.0,-644553784.776781,-1.4999999999999996,140,140
3p3_L=1.0_S=1.0,1.0,-1.0,2.0,1.0,2.0,-1.0,2.0,1.0,-0.0,1.3597399555105185e-16,144,140
3p3_L=1.0_S=1.0,1.0,-1.0,2.0,1.0,1.0,-1.0,2.0,2.0,-0.0,0.4330127018922192,156,140
3p3_L=1.0_S=1.0,1.0,-1.0,2.0,1.0,2.0,-1.0,2.0,2.0,-0.0,-0.2958039891549808,160,140
3p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,99,141
3p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,-0.0,-0.0,101,141
3p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,-0.0,-0.0,105,141
3p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,109,141
3p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,-0.0,-0.5270462766947297,111,141
3p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,-0.0,0.0,113,141
3p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,-0.0,0.07453559924999298,117,141
3p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,-0.0,-0.0,121,141
3p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,-0.0,-0.0,125,141
3p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,-0.0,0.5163977794943221,137,141
3p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,-644553784.776781,0.0,141,141
3p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,-0.0,1.570092458683775e-16,145,141
3p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,-0.0,0.4082482904638629,155,141
3p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,-0.0,-0.0,157,141
3p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,-0.0,-0.34156502553198653,161,141
3p3_L=1.0_S=1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,-0.0,-0.0,102,142
3p3_L=1.0_S=1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,-0.0,-0.0,106,142
3p3_L=1.0_S=1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,-0.0,-0.0,110,142
3p3_L=1.0_S=1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,-0.0,0.32274861218395134,114,142
3p3_L=1.0_S=1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,-0.0,0.06454972243679027,118,142
3p3_L=1.0_S=1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,-0.0,-0.0,122,142
3p3_L=1.0_S=1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,-0.0,-0.0,126,142
3p3_L=1.0_S=1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,-0.0,0.44721359549995787,138,142
3p3_L=1.0_S=1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,-644553784.776781,1.4999999999999996,142,142
3p3_L=1.0_S=1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,-0.0,1.3597399555105185e-16,146,142
3p3_L=1.0_S=1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,-0.0,-0.4330127018922192,158,142
3p3_L=1.0_S=1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,-0.0,-0.2958039891549808,162,142
3p3_L=1.0_S=1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,0.0,2.0,-0.0,-0.0,103,143
3p3_L=1.0_S=1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,1.0,1.0,-0.0,-0.28867513459481287,115,143
3p3_L=1.0_S=1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,1.0,2.0,-0.0,-0.0,123,143
3p3_L=1.0_S=1.0,2.0,-2.0,2.0,1.0,3.0,-2.0,1.0,2.0,-0.0,-0.0,129,143
3p3_L=1.0_S=1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,2.0,0.0,-0.0,0.6666666666666665,135,143
3p3_L=1.0_S=1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,2.0,1.0,-644553784.776781,-2.999999999999999,143,143
3p3_L=1.0_S=1.0,2.0,-2.0,2.0,1.0,3.0,-2.0,2.0,1.0,-0.0,1.4332917616497527e-16,149,143
3p3_L=1.0_S=1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,2.0,2.0,-0.0,0.4409585518440983,159,143
3p3_L=1.0_S=1.0,2.0,-2.0,2.0,1.0,3.0,-2.0,2.0,2.0,-0.0,-0.3333333333333333,165,143
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,1.0,1.0,-1.0,0.0,1.0,-0.0,-0.0,100,144
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,1.0,2.0,-1.0,0.0,2.0,-0.0,-0.0,104,144
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,1.0,1.0,-1.0,1.0,0.0,-0.0,-0.0,108,144
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,1.0,1.0,-1.0,1.0,1.0,-0.0,-0.4330127018922193,112,144
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,1.0,2.0,-1.0,1.0,1.0,-0.0,-0.14433756729740646,116,144
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,1.0,1.0,-1.0,1.0,2.0,-0.0,-0.0,120,144
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,1.0,2.0,-1.0,1.0,2.0,-0.0,-0.0,124,144
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,1.0,3.0,-1.0,1.0,2.0,-0.0,-0.0,130,144
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,1.0,2.0,-1.0,2.0,0.0,-0.0,0.33333333333333326,136,144
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,1.0,1.0,-1.0,2.0,1.0,-0.0,1.3597399555105185e-16,140,144
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,1.0,2.0,-1.0,2.0,1.0,-644553784.776781,-1.4999999999999998,144,144
3p3_L=1.0_S=1.0,2.0,-1.0,2.0,1.0,3.0,-1.0,2.0,1.0,-0.0,1.8129866073473576e-16,150,144
