term_id,K,Q,J,Jʹ,term_lower_id,transition_id,Kl,Ql,Jl,Jʹl,Kr,Qr,t_a_1,index1,index0
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,0.0,2.0,2.0,-2.0,15611768268.833687,23,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,0.0,2.0,1.0,-1.0,19120433120.608,24,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,0.0,2.0,2.0,-1.0,19120433120.60801,24,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,0.0,2.0,1.0,0.0,33117561627.6158,25,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,0.0,2.0,2.0,0.0,19120433120.60801,25,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,0.0,2.0,1.0,1.0,46835304806.50105,26,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,0.0,2.0,2.0,1.0,15611768268.833687,26,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,0.0,-0.0,1.0,1.0,1.0,-1.0,-39029420672.084206,30,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,2.0,-2.0,27040375837.61155,31,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,1.0,-1.0,47801082801.52001,32,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,2.0,-1.0,19120433120.607998,32,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,1.0,0.0,0.0,39029420672.08421,33,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,1.0,1.0,0.0,47801082801.52001,33,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,1.0,2.0,0.0,11039187209.205263,33,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,2.0,-2.0,-13520187918.805775,35,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,1.0,1.0,-1.0,-11039187209.205263,36,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,1.0,2.0,-1.0,-16558780813.807896,36,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,1.0,0.0,-19120433120.607998,37,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2.0,0.0,-16558780813.807896,37,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,1.0,1.0,-27040375837.61155,38,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2.0,1.0,-13520187918.805775,38,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,2.0,2.0,-2.0,-10472692529.425903,39,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,2.0,1.0,-1.0,-1.7234943486760148e-06,40,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,2.0,2.0,-1.0,-7405311904.838754,40,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,2.0,0.0,0.0,30232059255.02113,41,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,2.0,1.0,0.0,-1.7234943486760148e-06,41,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,2.0,2.0,0.0,-4275458821.6917944,41,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,2.0,2.0,-2.0,15611768268.833685,43,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,1.0,-1.0,9560216560.304,44,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,2.0,-1.0,19120433120.608006,44,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,1.0,0.0,16558780813.807901,45,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,2.0,0.0,19120433120.608006,45,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,1.0,2.0,1.0,1.0,23417652403.25053,46,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,1.0,2.0,2.0,1.0,15611768268.833685,46,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,1.0,2.0,2.0,-2.0,-3490897509.8086343,49,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,1.0,2.0,2.0,-1.0,-6046411851.004228,50,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,1.0,2.0,2.0,0.0,-8550917643.38359,51,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,1.0,2.0,2.0,1.0,-11039187209.20527,52,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,3.0,1.0,2.0,2.0,2.0,-13520187918.805784,53,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,2.0,1.0,2.0,-2.0,16058128545.119722,59,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,1.0,-1.0,4936874603.225835,60,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,2.0,-1.0,11354811587.419424,60,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,2.0,1.0,0.0,0.0,2015470617.0014086,61,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,2.0,1.0,1.0,0.0,4936874603.225835,61,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,2.0,1.0,2.0,0.0,6555703526.594086,61,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,1.0,2.0,-2.0,-6244707307.533477,63,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,1.0,1.0,-1.0,-1912043312.0608006,64,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,1.0,2.0,-1.0,-7648173248.243206,64,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,2.0,1.0,1.0,0.0,-3311756162.7615805,65,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,2.0,1.0,2.0,0.0,-7648173248.243206,65,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,2.0,1.0,1.0,1.0,-4683530480.650106,66,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,2.0,1.0,2.0,1.0,-6244707307.533477,66,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,2.0,1.0,2.0,-2.0,698179501.9617264,69,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,2.0,1.0,2.0,-1.0,1209282370.2008448,70,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,2.0,1.0,2.0,0.0,1710183528.676717,71,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,2.0,1.0,2.0,1.0,2207837441.841053,72,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,3.0,2.0,1.0,2.0,2.0,2704037583.761155,73,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,0.0,-0.0,2.0,2.0,1.0,-1.0,-6046411851.004227,74,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,2.0,2.0,2.0,-2.0,-4837129480.803383,75,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,2.0,2.0,1.0,-1.0,4275458821.691794,76,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,2.0,2.0,2.0,-1.0,-3420367057.353436,76,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,2.0,2.0,0.0,0.0,3490897509.8086333,77,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,2.0,2.0,1.0,0.0,4275458821.691794,77,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,2.0,2.0,2.0,0.0,-1974749841.2903342,77,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,2.0,2.0,-2.0,4130485636.5303316,79,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,2.0,1.0,-1.0,0.0,80,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,2.0,2.0,-1.0,5058791099.697147,80,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,81,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,2.0,2.0,2.0,0.0,5058791099.697147,81,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,82,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,2.0,2.0,2.0,1.0,4130485636.5303316,82,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,2.0,2.0,2.0,-2.0,-987374920.6451671,85,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,2.0,2.0,2.0,-1.0,-1710183528.6767178,86,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,2.0,2.0,2.0,0.0,-2418564740.4016914,87,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,2.0,2.0,2.0,1.0,-3122353653.7667384,88,191
3d3_L=2.0_S=1.0,1.0,1.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,3.0,2.0,2.0,2.0,2.0,-3824086624.1216016,89,191
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,0.0,1.0,1.0,1.0,104726925294.25899,19,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,0.0,1.0,2.0,1.0,-34908975098.08633,19,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,0.0,1.0,2.0,2.0,-49368746032.25833,20,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,0.0,2.0,0.0,0.0,-40309412340.02818,22,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,0.0,2.0,1.0,0.0,-16456248677.419449,22,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,0.0,2.0,2.0,0.0,28503058811.278625,22,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,0.0,2.0,1.0,1.0,-11636325032.695446,23,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,0.0,2.0,2.0,1.0,34908975098.08634,23,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,0.0,2.0,2.0,2.0,28503058811.278625,24,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,0.0,-0.0,1.0,1.0,2.0,2.0,-52363462647.12949,30,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,31,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,2.0,1.0,-30232059255.021126,31,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,2.0,2.0,-42754588216.91792,32,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,0.0,0.0,52363462647.129486,34,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,1.0,0.0,-42754588216.91792,34,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,2.0,0.0,0.0,34,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,1.0,1.0,-30232059255.021126,35,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,2.0,1.0,0.0,35,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,36,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,2.0,1.0,1.0,23417652403.25053,39,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,2.0,2.0,1.0,15611768268.833685,39,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,2.0,2.0,2.0,22078374418.410534,40,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,2.0,0.0,0.0,10077353085.007046,42,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,2.0,1.0,0.0,2.569233681650862e-06,42,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,2.0,2.0,0.0,14251529405.639313,42,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,2.0,1.0,1.0,1.8167225587482037e-06,43,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,2.0,2.0,1.0,17454487549.04317,43,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,2.0,2.0,14251529405.639313,44,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,1.0,2.0,1.0,-1.0,30232059255.021137,47,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,1.0,2.0,2.0,-1.0,-10077353085.007046,47,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,1.0,2.0,1.0,0.0,17454487549.043175,48,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,1.0,2.0,2.0,0.0,-10077353085.007044,48,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,1.0,2.0,1.0,1.0,7805884134.416845,49,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,1.0,2.0,2.0,1.0,-7805884134.416843,49,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,1.0,2.0,2.0,2.0,-4506729306.268593,50,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,2.0,1.0,1.0,1.0,-4683530480.650107,59,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,2.0,1.0,2.0,1.0,6244707307.533475,59,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,2.0,2.0,8831349767.364216,60,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,2.0,1.0,0.0,0.0,6046411851.004227,62,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,2.0,1.0,1.0,0.0,-9873749206.451668,62,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,2.0,1.0,2.0,0.0,8550917643.383591,62,192
3d3_L=2.0_S=1.0,2.0,-2.0,1.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,1.0,1.0,1.0,-6981795019.617267,63,192
