wavelength_A,I,Q,U,V
5.875380316930775734e+03,6.146272057362317520e-01,-2.009363072123017402e-02,9.569406924442613524e-03,8.557407852532680770e-02
5.875381984987489886e+03,6.131309995925933176e-01,-2.017309679288297602e-02,9.563050613356946852e-03,8.637229025759962653e-02
5.875383653044203129e+03,6.116347891406351822e-01,-2.024545836041254099e-02,9.551918904687591722e-03,8.715531367726493672e-02
5.875385321100917281e+03,6.101388496308777221e-01,-2.031059939755447061e-02,9.535956807868480392e-03,8.792267448236118499e-02
5.875386989157631433e+03,6.086434486930419885e-01,-2.036840938814069718e-02,9.515113127537345658e-03,8.867390916831352499e-02
5.875388657214345585e+03,6.071488462097666128e-01,-2.041878345370343878e-02,9.489340529215295472e-03,8.940856545207406803e-02
5.875390325271058828e+03,6.056552942223043523e-01,-2.046162247180498273e-02,9.458595598931337015e-03,9.012620267120184658e-02
5.875391993327772980e+03,6.041630368583570387e-01,-2.049683318534736842e-02,9.422838896688760790e-03,9.082639216244427216e-02
5.875393661384487132e+03,6.026723102948703392e-01,-2.052432830157207774e-02,9.382035005088095250e-03,9.150871761323579878e-02
5.875395329441201284e+03,6.011833427392206941e-01,-2.054402658653928584e-02,9.336152565866054007e-03,9.217277539310789192e-02
5.875396997497914526e+03,5.996963544414403158e-01,-2.055585294148735975e-02,9.285164321806316234e-03,9.281817486002427731e-02
5.875398665554628678e+03,5.982115577272414386e-01,-2.055973847850664157e-02,9.229047141388675712e-03,9.344453864407628596e-02
5.875400333611342830e+03,5.967291570642164755e-01,-2.055562058288652044e-02,9.167782043011919735e-03,9.405150290422589765e-02
5.875402001668056982e+03,5.952493491443650031e-01,-2.054344296750117843e-02,9.101354211575976225e-03,9.463871756457419016e-02
5.875403669724770225e+03,5.937723229951415993e-01,-2.052315571748733122e-02,9.029753010211853670e-03,9.520584652482559640e-02
5.875405337781484377e+03,5.922982601084928467e-01,-2.049471532669499760e-02,8.952971985023117432e-03,9.575256784889110695e-02
5.875407005838198529e+03,5.908273345998837911e-01,-2.045808472511058754e-02,8.871008864983332895e-03,9.627857392700006622e-02
5.875408673894912681e+03,5.893597133802117582e-01,-2.041323329763562039e-02,8.783865555728504956e-03,9.678357161770195782e-02
5.875410341951625924e+03,5.878955563524524974e-01,-2.036013689448815112e-02,8.691548128091404132e-03,9.726728236514577131e-02
5.875412010008340076e+03,5.864350166223053495e-01,-2.029877783317016876e-02,8.594066800970460995e-03,9.772944229546805250e-02
5.875413678065054228e+03,5.849782407344878976e-01,-2.022914489264589916e-02,8.491435919468407964e-03,9.816980228838828593e-02
5.875415346121768380e+03,5.835253689174636493e-01,-2.015123329935723795e-02,8.383673927438054646e-03,9.858812802980816692e-02
5.875417014178481622e+03,5.820765353481626159e-01,-2.006504470576558896e-02,8.270803335394493611e-03,9.898420004163847874e-02
5.875418682235195774e+03,5.806318684258902074e-01,-1.997058716118920579e-02,8.152850683282737362e-03,9.935781369229211568e-02
5.875420350291909926e+03,5.791914910667153027e-01,-1.986787507591509724e-02,8.029846499238603788e-03,9.970877918488819935e-02
5.875422018348624078e+03,5.777555210012597087e-01,-1.975692917788533093e-02,7.901825253278704775e-03,1.000369215280747653e-01
5.875423686405338231e+03,5.763240710863620775e-01,-1.963777646290168835e-02,7.768825307006016999e-03,1.003420804867953542e-01
5.875425354462051473e+03,5.748972496252796605e-01,-1.951045013837458819e-02,7.630888859246703036e-03,1.006241105147932663e-01
5.875427022518765625e+03,5.734751606912351640e-01,-1.937498956054342289e-02,7.488061887344945634e-03,1.008828806701597969e-01
5.875428690575479777e+03,5.720579044645625055e-01,-1.923144016652020630e-02,7.340394085310343077e-03,1.011182745123000021e-01
5.875430358632193929e+03,5.706455775665335572e-01,-1.907985339974599404e-02,7.187938798010702277e-03,1.013301899840623466e-01
5.875432026688907172e+03,5.692382734010187351e-01,-1.892028663061150542e-02,7.030752952161587778e-03,1.015185392772637168e-01
5.875433694745621324e+03,5.678360824932923157e-01,-1.875280307146685171e-02,6.868896983473353306e-03,1.016832486837871280e-01
5.875435362802335476e+03,5.664390928370192091e-01,-1.857747168748697525e-02,6.702434761845650971e-03,1.018242584313163446e-01
5.875437030859049628e+03,5.650473902327848297e-01,-1.839436710195112637e-02,6.531433512953129308e-03,1.019415225063899089e-01
5.875438698915762870e+03,5.636610586291805891e-01,-1.820356949648013756e-02,6.355963738816623396e-03,1.020350084640408161e-01
5.875440366972477023e+03,5.622801804560256800e-01,-1.800516451388451539e-02,6.176099127605292650e-03,1.021046972244114143e-01
5.875442035029191175e+03,5.609048369608515827e-01,-1.779924314259868565e-02,5.991916478628204687e-03,1.021505828592534498e-01
5.875443703085905327e+03,5.595351085321359497e-01,-1.758590161239964936e-02,5.803495607278351398e-03,1.021726723657987307e-01
5.875445371142618569e+03,5.581710750204463833e-01,-1.736524127943782012e-02,5.610919256899581271e-03,1.021709854310068472e-01
5.875447039199332721e+03,5.568128160474605792e-01,-1.713736850871681872e-02,5.414273007078568463e-03,1.021455541859328658e-01
5.875448707256046873e+03,5.554604113137170396e-01,-1.690239455520805081e-02,5.213645180753468007e-03,1.020964229509521287e-01
5.875450375312761025e+03,5.541139408893477336e-01,-1.666043544082867686e-02,5.009126749279051161e-03,1.020236479724966616e-01
5.875452043369474268e+03,5.527734854987783608e-01,-1.641161182981094521e-02,4.800811236605840270e-03,1.019272971519441934e-01
5.875453711426188420e+03,5.514391267898266502e-01,-1.615604889573342764e-02,4.588794628037700177e-03,1.018074497676059870e-01
5.875455379482902572e+03,5.501109475981430519e-01,-1.589387618208096264e-02,4.373175285925161998e-03,1.016641961912994330e-01
5.875457047539616724e+03,5.487890321904312918e-01,-1.562522756226644369e-02,4.154053741272085813e-03,1.014976375848885559e-01
5.875458715596329967e+03,5.474734665014697743e-01,-1.535024095487633709e-02,3.931532776437094909e-03,1.013078856233146779e-01
5.875460383653044119e+03,5.461643383500923710e-01,-1.506905828792669613e-02,3.705717206366021792e-03,1.010950621793868520e-01
5.875462051709758271e+03,5.448617376494355735e-01,-1.478182532694481861e-02,3.476713823642625656e-03,1.008592990228227015e-01
5.875463719766472423e+03,5.435657565940552605e-01,-1.448869159902562223e-02,3.244631225977213929e-03,1.006007375013241861e-01
5.875465387823185665e+03,5.422764898376898346e-01,-1.418981017965629220e-02,3.009579805356115204e-03,1.003195282369867408e-01
5.875467055879899817e+03,5.409940346505217601e-01,-1.388533755128998175e-02,2.771671650636586999e-03,1.000158308092335135e-01
5.875468723936613969e+03,5.397184910658285872e-01,-1.357543360188975985e-02,2.531020289411504455e-03,9.968981341819861675e-02
5.875470391993328121e+03,5.384499620081337756e-01,-1.326026127252257283e-02,2.287740835858761892e-03,9.934165259122207381e-02
5.875472060050041364e+03,5.371885534042546428e-01,-1.293998661768621869e-02,2.041949661067988912e-03,9.897153283368660681e-02
5.875473728106755516e+03,5.359343742784572484e-01,-1.261477852290208979e-02,1.793764459030684766e-03,9.857964632342619549e-02
5.875475396163469668e+03,5.346875368355721303e-01,-1.228480864091845842e-02,1.543304064321231184e-03,9.816619257744943483e-02
5.875477064220183820e+03,5.334481565223383459e-01,-1.195025123528520999e-02,1.290688374660386604e-03,9.773137812874424513e-02
5.875478732276897063e+03,5.322163520767101419e-01,-1.161128304298737410e-02,1.036038255003941550e-03,9.727541620227399266e-02
5.875480400333611215e+03,5.309922455572758659e-01,-1.126808313648053686e-02,7.794754420668116102e-04,9.679852639020850025e-02
5.875482068390325367e+03,5.297759623638648163e-01,-1.092083278845544687e-02,5.211224512698143249e-04,9.630093433079256471e-02
5.875483736447039519e+03,5.285676312360965134e-01,-1.056971533557256315e-02,2.611024837217158757e-04,9.578287138630588171e-02
5.875485404503752761e+03,5.273673842409695167e-01,-1.021491604432760332e-02,-4.606645431924705150e-07,9.524457432450617045e-02
5.875487072560466913e+03,5.261753567418357980e-01,-9.856621976915568711e-03,-2.634426926914143897e-04,9.468628500071073206e-02
5.875488740617181065e+03,5.249916873596921496e-01,-9.495021860245225070e-03,-5.277188821108093559e-04,9.410825004561386431e-02
5.875490408673895217e+03,5.238165179141133221e-01,-9.130305954385149053e-03,-7.931641831746403431e-04,9.351072055334916366e-02
5.875492076730608460e+03,5.226499933547152921e-01,-8.762665923687663894e-03,-1.059653299407052997e-03,9.289395177488260491e-02
5.875493744787322612e+03,5.214922616760209184e-01,-8.392294708152640489e-03,-1.327060770488115498e-03,9.225820281338707740e-02
5.875495412844036764e+03,5.203434738262983084e-01,-8.019386398562073845e-03,-1.595261052012598817e-03,9.160373632728015247e-02
5.875497080900750916e+03,5.192037835983717153e-01,-7.644136111275050098e-03,-1.864128594581114431e-03,9.093081823461311719e-02
5.875498748957464159e+03,5.180733475130212540e-01,-7.266739866081721455e-03,-2.133537920008170361e-03,9.023971742452548128e-02
5.875500417014178311e+03,5.169523246887134382e-01,-6.887394430880466531e-03,-2.403363659916901880e-03,8.953070547659508494e-02
5.875502085070892463e+03,5.158408767049265098e-01,-6.506297335093672723e-03,-2.673480767822064390e-03,8.880405636676748371e-02
5.875503753127606615e+03,5.147391674549306462e-01,-6.123646574219724671e-03,-2.943764401017859300e-03,8.806004621839981505e-02
5.875505421184319857e+03,5.136473629897203574e-01,-5.739640573557932765e-03,-3.214090060308396474e-03,8.729895302723825190e-02
5.875507089241034009e+03,5.125656313509103779e-01,-5.354478106432592963e-03,-3.484333707220968902e-03,8.652105639547638671e-02
5.875508757297748161e+03,5.114941424036288931e-01,-4.968358147435373781e-03,-3.754371774672492224e-03,8.572663728815702044e-02
5.875510425354462313e+03,5.104330676560820956e-01,-4.581479771989769266e-03,-4.024081240234024179e-03,8.491597778558694631e-02
5.875512093411175556e+03,5.093825800768994050e-01,-4.194042050627823370e-03,-4.293339684197921592e-03,8.408936084719272064e-02
5.875513761467889708e+03,5.083428539038703509e-01,-3.806243944173992848e-03,-4.562025346187660937e-03,8.324707008056468627e-02
5.875515429524603860e+03,5.073140644539846367e-01,-3.418284195864660594e-03,-4.830017170485614159e-03,8.238938952411932470e-02
5.875517097581318012e+03,5.062963879232800224e-01,-3.030361261680897950e-03,-5.097194889360560227e-03,8.151660342834100847e-02
5.875518765638031255e+03,5.052900011889143173e-01,-2.642673128211666875e-03,-5.363438989392517453e-03,8.062899606392501251e-02
5.875520433694745407e+03,5.042950816007308878e-01,-2.255417410548904347e-03,-5.628630939934955307e-03,7.972685149908177726e-02
5.875522101751459559e+03,5.033118067841674259e-01,-1.868790997647999533e-03,-5.892652993406100395e-03,7.881045345013883152e-02
5.875523769808173711e+03,5.023403544291198397e-01,-1.482990135729079020e-03,-6.155388391622018153e-03,7.788008507932737967e-02
5.875525437864886953e+03,5.013809020855788390e-01,-1.098210273777350471e-03,-6.416721343202580301e-03,7.693602883634297063e-02
5.875527105921601105e+03,5.004336269535236692e-01,-7.146460610366991203e-04,-6.676537146731303940e-03,7.597856628588219030e-02
5.875528773978315257e+03,4.994987056831509675e-01,-3.324911009706693512e-04,-6.934722066148829404e-03,7.500797798340053113e-02
5.875530442035029409e+03,4.985763141637670204e-01,4.806189332009930959e-05,-7.191163601691756731e-03,7.402454330077123945e-02
5.875532110091743561e+03,4.976666273269482188e-01,4.268214803317406077e-04,-7.445750228122370064e-03,7.302854033711460302e-02
5.875533778148456804e+03,4.967698189413530807e-01,8.035972862855497072e-04,-7.698371702762106181e-03,7.202024576050222726e-02
5.875535446205170956e+03,4.958860614167592828e-01,1.178200290298293124e-03,-7.948918894541651819e-03,7.099993472249384319e-02
5.875537114261885108e+03,4.950155256106643087e-01,1.550442791851609639e-03,-8.197283915964879986e-03,6.996788074555825021e-02
5.875538782318599260e+03,4.941583806361574682e-01,1.920138514637970096e-03,-8.443360122943357332e-03,6.892435563282209299e-02
5.875540450375312503e+03,4.933147936764052388e-01,2.287102680326764167e-03,-8.687042139282624351e-03,6.786962938693533176e-02
5.875542118432026655e+03,4.924849298009765231e-01,2.651152082341587477e-03,-8.928225880707926429e-03,6.680397013495657788e-02
5.875543786488740807e+03,4.916689517917305907e-01,3.012105156562879145e-03,-9.166808576408634612e-03,6.572764406830307327e-02
5.875545454545454959e+03,4.908670199694280534e-01,3.369782053061607177e-03,-9.402688790870878527e-03,6.464091538615102106e-02
5.875547122602168201e+03,4.900792920287042609e-01,3.724004705774452278e-03,-9.635766443985551918e-03,6.354404625132899220e-02
5.875548790658882353e+03,4.893059228764354840e-01,4.074596902591318300e-03,-9.865942831116225262e-03,6.243729675150130887e-02
5.875550458715596505e+03,4.885470644805657292e-01,4.421384352922570933e-03,-1.009312064114276965e-02,6.132092487498910782e-02
5.875552126772310658e+03,4.878028657210805585e-01,4.764194756564961962e-03,-1.031720397529238206e-02,6.019518648903404018e-02
5.875553794829023900e+03,4.870734722501953717e-01,5.102857871031167905e-03,-1.053809836470742320e-02,5.906033532985587031e-02
5.875555462885738052e+03,4.863590263569450012e-01,5.437205579788314223e-03,-1.075571078824047108e-02,5.791662299694987776e-02
5.875557130942452204e+03,4.856596668427438090e-01,5.767071958241997386e-03,-1.096994968900725891e-02,5.676429896119696006e-02
5.875558798999166356e+03,4.849755289000256542e-01,6.092293341600219826e-03,-1.118072499180830688e-02,5.560361057414722752e-02
5.875560467055879599e+03,4.843067440004689139e-01,6.412708391449593696e-03,-1.138794811997930964e-02,5.443480308803768514e-02
5.875562135112593751e+03,4.836534397882349956e-01,6.728158163626883452e-03,-1.159153201255047269e-02,5.325811967877256553e-02
5.875563803169307903e+03,4.830157399849095423e-01,7.038486209872653158e-03,-1.179139111018366777e-02,5.207380148564891287e-02
5.875565471226022055e+03,4.823937642942282555e-01,7.343538493588548655e-03,-1.198744150663953213e-02,5.088208762850944533e-02
5.875567139282735297e+03,4.817876283241012136e-01,7.643163690279468694e-03,-1.217960076184227206e-02,4.968321528012561300e-02
5.875568807339449450e+03,4.811974435063425259e-01,7.937213115700171920e-03,-1.236778803872398344e-02,4.847741969701463427e-02
5.875570475396163602e+03,4.806233170297709023e-01,8.225540797024496684e-03,-1.255192412754996788e-02,4.726493427464419778e-02
5.875572143452877754e+03,4.800653517775698154e-01,8.508003568498477553e-03,-1.273193143517277123e-02,4.604599060796436133e-02
5.875573811509590996e+03,4.795236462729737248e-01,8.784461133191395765e-03,-1.290773401254468634e-02,4.482081855351777860e-02
5.875575479566305148e+03,4.789982946301181155e-01,9.054776132862752541e-03,-1.307925757557793986e-02,4.358964629255384499e-02
5.875577147623019300e+03,4.784893865146013225e-01,9.318814216727736369e-03,-1.324642952575211252e-02,4.235270040412254799e-02
5.875578815679733452e+03,4.779970071076170002e-01,9.576444112076991713e-03,-1.340917897241771309e-02,4.111020593437864773e-02
5.875580483736446695e+03,4.775212370782317417e-01,9.827537694346169875e-03,-1.356743675527965001e-02,3.986238647241062416e-02
5.875582151793160847e+03,4.770621525603579993e-01,1.007197006513809237e-02,-1.372113546399462113e-02,3.860946422422766033e-02
5.875583819849874999e+03,4.766198251367223526e-01,1.030961955413387497e-02,-1.387020952314506686e-02,3.735166008583288427e-02
5.875585487906589151e+03,4.761943218317552518e-01,1.054036799020312797e-02,-1.401459501843872225e-02,3.608919375552091524e-02
5.875587155963302394e+03,4.757857051013978378e-01,1.076410051558518086e-02,-1.415422999239870396e-02,3.482228376513309132e-02
5.875588824020016546e+03,4.753940328359833600e-01,1.098070581038013138e-02,-1.428905430506823004e-02,3.355114759082915288e-02
5.875590492076730698e+03,4.750193583656356355e-01,1.119007611330601060e-02,-1.441900971585810716e-02,3.227600172751456109e-02
5.875592160133444850e+03,4.746617304707548834e-01,1.139210735453179656e-02,-1.454403984438023580e-02,3.099706178258105141e-02
5.875593828190158092e+03,4.743211933938696334e-01,1.158669909983470886e-02,-1.466409033765041225e-02,2.971454252738417803e-02
5.875595496246872244e+03,4.739977868619656975e-01,1.177375482265505778e-02,-1.477910867832117614e-02,2.842865802607626516e-02
5.875597164303586396e+03,4.736915461043041953e-01,1.195318172781154736e-02,-1.488904448383234977e-02,2.713962165609880295e-02
5.875598832360300548e+03,4.734025018825458453e-01,1.212489104213814589e-02,-1.499384929391477106e-02,2.584764624230109775e-02
5.875600500417013791e+03,4.731306805165129692e-01,1.228879792141854624e-02,-1.509347677714955108e-02,2.455294409224985028e-02
5.875602168473727943e+03,4.728761039175164993e-01,1.244482160407806882e-02,-1.518788266883616157e-02,2.325572709166971730e-02
5.875603836530442095e+03,4.726387896234796049e-01,1.259288545484766458e-02,-1.527702482526099512e-02,2.195620677674594082e-02
5.875605504587156247e+03,4.724187508353034914e-01,1.273291703033410313e-02,-1.536086325498454454e-02,2.065459440291366258e-02
5.875607172643869490e+03,4.722159964562542833e-01,1.286484814218289037e-02,-1.543936015022812774e-02,1.935110101567442259e-02
5.875608840700583642e+03,4.720305311323227393e-01,1.298861491903306221e-02,-1.551247991852205445e-02,1.804593751478565308e-02
5.875610508757297794e+03,4.718623552953007394e-01,1.310415786598030999e-02,-1.558018921380506516e-02,1.673931472312592539e-02
5.875612176814011946e+03,4.717114652058807533e-01,1.321142192278882375e-02,-1.564245696774385977e-02,1.543144344588565607e-02
5.875613844870725188e+03,4.715778529984179235e-01,1.331035651954362402e-02,-1.569925442050209077e-02,1.412253453137945168e-02
5.875615512927439340e+03,4.714615067259228520e-01,1.340091563036869410e-02,-1.575055515128432823e-02,1.281279892487517669e-02
5.875617180984153492e+03,4.713624104062417719e-01,1.348305782407421827e-02,-1.579633510810799293e-02,1.150244772680434485e-02
5.875618849040867644e+03,4.712805440677747537e-01,1.355674631278202570e-02,-1.583657263725126926e-02,1.019169224106578238e-02
5.875620517097580887e+03,4.712158837956145208e-01,1.362194899742117694e-02,-1.587124851184668409e-02,8.880744024812325249e-03
5.875622185154295039e+03,4.711684017773336008e-01,1.367863851050581461e-02,-1.590034595981293375e-02,7.569814931173104999e-03
5.875623853211009191e+03,4.711380663486992026e-01,1.372679225551236108e-02,-1.592385069069134074e-02,6.259117156357442424e-03
5.875625521267723343e+03,4.711248420385503177e-01,1.376639244337519476e-02,-1.594175092172036429e-02,4.948863276882565013e-03
5.875627189324436586e+03,4.711286896132033664e-01,1.379742612544393628e-02,-1.595403740273158844e-02,3.639266288408554793e-03
5.875628857381150738e+03,4.711495661200181817e-01,1.381988522310080569e-02,-1.596070343995008300e-02,2.330539637659767831e-03
5.875630525437864890e+03,4.711874249300212480e-01,1.383376655363691837e-02,-1.596174491849807614e-02,1.022897258935576148e-03
5.875632193494579042e+03,4.712422157795368993e-01,1.383907185262847270e-02,-1.595716032366713277e-02,-2.834463990153351194e-04
5.875633861551293194e+03,4.713138848107292223e-01,1.383580779314830082e-02,-1.594695076004491729e-02,-1.588276347616931561e-03
5.875635529608006436e+03,4.714023746108029767e-01,1.382398599405666555e-02,-1.593111997532423163e-02,-2.891377021935642201e-03
5.875637197664720588e+03,4.715076242507659221e-01,1.380362304998653325e-02,-1.590967436251137374e-02,-4.192532277263823562e-03
5.875638865721434740e+03,4.716295693215924456e-01,1.377474051242962537e-02,-1.588262299431537905e-02,-5.491525352472911674e-03
5.875640533778148892e+03,4.717681419704679580e-01,1.373736490869931735e-02,-1.584997762514483294e-02,-6.788138857866407236e-03
5.875642201834862135e+03,4.719232709351445787e-01,1.369152773694305020e-02,-1.581175270598325633e-02,-8.082154756757194483e-03
5.875643869891576287e+03,4.720948815773503005e-01,1.363726544750121401e-02,-1.576796540503112506e-02,-9.373354351752237121e-03
5.875645537948290439e+03,4.722828959156685213e-01,1.357461948555293424e-02,-1.571863557625471572e-02,-1.066151827421996622e-02
5.875647206005004591e+03,4.724872326558222091e-01,1.350363621776746841e-02,-1.566378580773604770e-02,-1.194642647452881859e-02
5.875648874061717834e+03,4.727078072203604320e-01,1.342436689953598571e-02,-1.560344145839890652e-02,-1.322785818164270988e-02
5.875650542118431986e+03,4.729445317804425453e-01,1.333686773699204950e-02,-1.553763056720816604e-02,-1.450559195094990386e-02
5.875652210175146138e+03,4.731973152824121009e-01,1.324119979932975380e-02,-1.546638392226817177e-02,-1.577940561651744455e-02
5.875653878231860290e+03,4.734660634769038978e-01,1.313742901143501174e-02,-1.538973503621839101e-02,-1.704907630082204070e-02
5.875655546288573532e+03,4.737506789455717127e-01,1.302562609040660256e-02,-1.530772017705368110e-02,-1.831438039752848398e-02
5.875657214345287684e+03,4.740510611306151256e-01,1.290586657530807743e-02,-1.522037829059571037e-02,-1.957509359816355862e-02
5.875658882402001836e+03,4.743671063588589254e-01,1.277823068068592756e-02,-1.512775111000965941e-02,-2.083099084780603086e-02
5.875660550458715988e+03,4.746987078716414232e-01,1.264280333636720599e-02,-1.502988305642094513e-02,-2.208184637986361498e-02
5.875662218515429231e+03,4.750457558521716250e-01,1.249967413728490274e-02,-1.492682122985515385e-02,-2.332743371498586377e-02
5.875663886572143383e+03,4.754081374536801574e-01,1.234893725382730546e-02,-1.481861543990382023e-02,-2.456752565384546019e-02
5.875665554628857535e+03,4.757857368275693610e-01,1.219069139101726200e-02,-1.470531817669420288e-02,-2.580189428360942644e-02
5.875667222685571687e+03,4.761784351539990467e-01,1.202503972927244404e-02,-1.458698459590845528e-02,-2.703031098705755558e-02
5.875668890742284930e+03,4.765861106725771679e-01,1.185208986204705321e-02,-1.446367250255315914e-02,-2.825254644934428391e-02
5.875670558798999082e+03,4.770086387156476371e-01,1.167195372966602779e-02,-1.433544233259674561e-02,-2.946837067048162923e-02
5.875672226855713234e+03,4.774458917410289716e-01,1.148474755094725658e-02,-1.420235713357696598e-02,-3.067755297301242787e-02
5.875673894912427386e+03,4.778977393687682818e-01,1.129059175082870389e-02,-1.406448254283584540e-02,-3.187986201829583199e-02
5.875675562969140628e+03,4.783640484186352793e-01,1.108961088558437814e-02,-1.392188676449031444e-02,-3.307506582089141112e-02
5.875677231025854780e+03,4.788446829514262926e-01,1.088193356454999865e-02,-1.377464054427206437e-02,-3.426293176908741522e-02
5.875678899082568932e+03,4.793395043101787434e-01,1.066769237009701325e-02,-1.362281714351031188e-02,-3.544322664128092548e-02
5.875680567139283085e+03,4.798483711666839957e-01,1.044702377391764671e-02,-1.346649231063001134e-02,-3.661571663142851318e-02
5.875682235195996327e+03,4.803711395693565089e-01,1.022006805123358390e-02,-1.330574425160661531e-02,-3.778016737328012548e-02
5.875683903252710479e+03,4.809076629959311844e-01,9.986969191815964209e-03,-1.314065359820902786e-02,-3.893634397133505926e-02
5.875685571309424631e+03,4.814577924065165382e-01,9.747874809834005533e-03,-1.297130337544419136e-02,-4.008401102850877445e-02
5.875687239366138783e+03,4.820213763030825049e-01,9.502936050032769616e-03,-1.279777896659807512e-02,-4.122293268342062250e-02
5.875688907422852026e+03,4.825982607907046695e-01,9.252307492313704973e-03,-1.262016807720042592e-02,-4.235287264730167728e-02
5.875690575479566178e+03,4.831882896445424680e-01,8.996147053450065031e-03,-1.243856069665169595e-02,-4.347359424831757219e-02
5.875692243536280330e+03,4.837913043774109689e-01,8.734615887721218844e-03,-1.225304905943450963e-02,-4.458486047349854986e-02
5.875693911592994482e+03,4.844071443146251710e-01,8.467878284379008053e-03,-1.206372760345931355e-02,-4.568643402095420164e-02
5.875695579649707724e+03,4.850356466708277692e-01,8.196101563642026189e-03,-1.187069292755272600e-02,-4.677807735257213939e-02
5.875697247706421877e+03,4.856766466333654608e-01,7.919455982542291175e-03,-1.167404373061373471e-02,-4.785955275744898513e-02
5.875698915763136029e+03,4.863299774449929003e-01,7.638114574028697507e-03,-1.147388083385622246e-02,-4.893062239996540802e-02
5.875700583819850181e+03,4.869954704969219894e-01,7.352253119610571881e-03,-1.127030702741772458e-02,-4.999104840762281371e-02
5.875702251876563423e+03,4.876729554211932105e-01,7.062049980730865373e-03,-1.106342709291800210e-02,-5.104059293050995649e-02
5.875703919933277575e+03,4.883622601907820493e-01,6.767685998720849791e-03,-1.085334773360108196e-02,-5.207901822455306834e-02
5.875705587989991727e+03,4.890632112195255621e-01,6.469344363798808055e-03,-1.064017753729126423e-02,-5.310608672938552099e-02
5.875707256046705879e+03,4.897756334712440318e-01,6.167210565289498597e-03,-1.042402685842828275e-02,-5.412156116691459878e-02
5.875708924103419122e+03,4.904993505674835608e-01,5.861472167330035628e-03,-1.020500785591679609e-02,-5.512520462320493614e-02
5.875710592160133274e+03,4.912341849045882558e-01,5.552318767179796784e-03,-9.983234361934188034e-03,-5.611678065914365438e-02
5.875712260216847426e+03,4.919799577679440650e-01,5.239941813834366781e-03,-9.758821893051362883e-03,-5.709605340301930620e-02
5.875713928273561578e+03,4.927364894552174746e-01,4.924534501965510333e-03,-9.531887542017201259e-03,-5.806278767236597999e-02
5.875715596330274821e+03,4.935035994023211359e-01,4.606291797329640884e-03,-9.302549789121171420e-03,-5.901674910394572038e-02
5.875717264386988973e+03,4.942811063076519296e-01,4.285410025158314581e-03,-9.070928701814685163e-03,-5.995770424708128654e-02
5.875718932443703125e+03,4.950688282627606074e-01,3.962086925552151494e-03,-8.837145692339693631e-03,-6.088542071168989711e-02
5.875720600500417277e+03,4.958665828862454106e-01,3.636521506236595376e-03,-8.601323461980467031e-03,-6.179966730420616283e-02
5.875722268557130519e+03,4.966741874562606296e-01,3.308913838543728510e-03,-8.363586001538305184e-03,-6.270021415937787612e-02
5.875723936613844671e+03,4.974914590509711410e-01,2.979465058182384843e-03,-8.124058377865851430e-03,-6.358683290723496362e-02
5.875725604670558823e+03,4.983182146805329449e-01,2.648377040763233003e-03,-7.882866855036869957e-03,-6.445929679955295089e-02
5.875727272727272975e+03,4.991542714303317529e-01,2.315852424129145621e-03,-7.640138653213990154e-03,-6.531738089160368799e-02
5.875728940783986218e+03,4.999994465995244441e-01,1.982094465249330164e-03,-7.396001873885891739e-03,-6.616086220606096080e-02
5.875730608840700370e+03,5.008535578401416277e-01,1.647306747090735270e-03,-7.150585570577688496e-03,-6.698951988754819897e-02
5.875732276897414522e+03,5.017164232960392711e-01,1.311693174739040789e-03,-6.904019530289607319e-03,-6.780313539325032168e-02
5.875733944954128674e+03,5.025878617429890838e-01,9.754577937144746740e-04,-6.656434225606008837e-03,-6.860149267250732763e-02
5.875735613010841917e+03,5.034676927254970735e-01,6.388046457065363944e-04,-6.407960728302377479e-03,-6.938437835352193050e-02
5.875737281067556069e+03,5.043557366948132614e-01,3.019376219463427405e-04,-6.158730620278187601e-03,-7.015158193778754658e-02
5.875738949124270221e+03,5.052518151401189650e-01,-3.493968279158507040e-05,-5.908875904031391478e-03,-7.090289599516719221e-02
5.875740617180984373e+03,5.061557507219063279e-01,-3.716241191396940191e-04,-5.658528909988551001e-03,-7.163811636798238236e-02
5.875742285237698525e+03,5.070673673998274955e-01,-7.079131322424743597e-04,-5.407822202764203494e-03,-7.235704237739501443e-02
5.875743953294411767e+03,5.079864905570014022e-01,-1.043604911897838983e-03,-5.156888485840808653e-03,-7.305947703406147353e-02
5.875745621351125919e+03,5.089129471226613299e-01,-1.378498544451825774e-03,-4.905860503855041625e-03,-7.374522725459591033e-02
5.875747289407840071e+03,5.098465656852142480e-01,-1.712394163699311597e-03,-4.654870944756198808e-03,-7.441410407786679115e-02
5.875748957464554223e+03,5.107871766051814699e-01,-2.045093104347323748e-03,-4.404052339151741727e-03,-7.506592288846246352e-02
5.875750625521267466e+03,5.117346121194986663e-01,-2.376398054937859869e-03,-4.153536959036034822e-03,-7.570050364086394756e-02
5.875752293577981618e+03,5.126887064428049534e-01,-2.706113212385805131e-03,-3.903456714447622183e-03,-7.631767108839825065e-02
5.875753961634695770e+03,5.136492958570021417e-01,-3.034044435057788036e-03,-3.653943050269497540e-03,-7.691725501105327323e-02
5.875755629691409922e+03,5.146162187988683190e-01,-3.359999397901529232e-03,-3.405126840556558458e-03,-7.749909044870463559e-02
5.875757297748123165e+03,5.155893159371388590e-01,-3.683787746592391207e-03,-3.157138282688913816e-03,-7.806301793385819754e-02
