wavelength_A,I,Q,U,V
5.876134278565471504e+03,6.950841252247482727e-01,-3.039238257361578759e-03,1.795539512590583120e-03,-1.682877686181036281e-02
5.876135946622184747e+03,6.955167165236735283e-01,-2.992776013198712032e-03,1.768763384246198681e-03,-1.663446318780127664e-02
5.876137614678898899e+03,6.959467699926035200e-01,-2.946518374051044446e-03,1.742081079328157466e-03,-1.644058105000898926e-02
5.876139282735613051e+03,6.963742289928241957e-01,-2.900479005198983683e-03,1.715501100991976419e-03,-1.624716104536934325e-02
5.876140950792327203e+03,6.967990375257989699e-01,-2.854671480672267211e-03,1.689031906979015455e-03,-1.605423419807210442e-02
5.876142618849040446e+03,6.972211403124699558e-01,-2.809109258055665984e-03,1.662681894377657493e-03,-1.586183189014798642e-02
5.876144286905754598e+03,6.976404828709398265e-01,-2.763805654004906475e-03,1.636459384779924333e-03,-1.566998579310913478e-02
5.876145954962468750e+03,6.980570115888282690e-01,-2.718773820897788396e-03,1.610372610081465053e-03,-1.547872780236434972e-02
5.876147623019182902e+03,6.984706737948388477e-01,-2.674026724142849337e-03,1.584429698650486251e-03,-1.528808997238343716e-02
5.876149291075896144e+03,6.988814178258404564e-01,-2.629577120564790486e-03,1.558638662112567025e-03,-1.509810445432984566e-02
5.876150959132610296e+03,6.992891930921451005e-01,-2.585437537588665315e-03,1.533007382591281432e-03,-1.490880343496076531e-02
5.876152627189324448e+03,6.996939501373530268e-01,-2.541620253626404678e-03,1.507543600641204386e-03,-1.472021907848996940e-02
5.876154295246038600e+03,7.000956406972657087e-01,-2.498137279194152273e-03,1.482254903601866198e-03,-1.453238346938959084e-02
5.876155963302751843e+03,7.004942177542358150e-01,-2.455000339158001747e-03,1.457148714606781642e-03,-1.434532855780660393e-02
5.876157631359465995e+03,7.008896355896064856e-01,-2.412220855831574088e-03,1.432232282086514166e-03,-1.415908610639515092e-02
5.876159299416180147e+03,7.012818498307752391e-01,-2.369809933306039722e-03,1.407512669991950894e-03,-1.397368764022384816e-02
5.876160967472894299e+03,7.016708174972038359e-01,-2.327778342549059829e-03,1.382996748467134242e-03,-1.378916439772708523e-02
5.876162635529608451e+03,7.020564970421445672e-01,-2.286136507625382511e-03,1.358691185181808451e-03,-1.360554728425650804e-02
5.876164303586321694e+03,7.024388483911864212e-01,-2.244894492922626210e-03,1.334602437254134646e-03,-1.342286682772438587e-02
5.876165971643035846e+03,7.028178329786749501e-01,-2.204061991266704351e-03,1.310736743701314353e-03,-1.324115313584759389e-02
5.876167639699749998e+03,7.031934137789163097e-01,-2.163648313261916194e-03,1.287100118611801593e-03,-1.306043585649422842e-02
5.876169307756464150e+03,7.035655553363450165e-01,-2.123662377114297808e-03,1.263698345266140279e-03,-1.288074413913153395e-02
5.876170975813177392e+03,7.039342237913952527e-01,-2.084112701070828071e-03,1.240536968341952396e-03,-1.270210659897278403e-02
5.876172643869891544e+03,7.042993869045350852e-01,-2.045007393588853944e-03,1.217621291999431473e-03,-1.252455128260880103e-02
5.876174311926605696e+03,7.046610140753165608e-01,-2.006354147901501499e-03,1.194956373119717037e-03,-1.234810563670346931e-02
5.876175979983319849e+03,7.050190763605085342e-01,-1.968160235664440701e-03,1.172547017842659337e-03,-1.217279647776093113e-02
5.876177648040033091e+03,7.053735464881315531e-01,-1.930432502049390280e-03,1.150397778082854275e-03,-1.199864996451341717e-02
5.876179316096747243e+03,7.057243988698508330e-01,-1.893177361526659748e-03,1.128512948713299461e-03,-1.182569157175257860e-02
5.876180984153461395e+03,7.060716096086695481e-01,-1.856400794853446754e-03,1.106896565246817893e-03,-1.165394606709486275e-02
5.876182652210175547e+03,7.064151565058620630e-01,-1.820108346735347434e-03,1.085552401938460424e-03,-1.148343748875861256e-02
5.876184320266888790e+03,7.067550190641214147e-01,-1.784305124413206435e-03,1.064483970589401134e-03,-1.131418912583064158e-02
5.876185988323602942e+03,7.070911784892669472e-01,-1.748995797055154233e-03,1.043694519654415377e-03,-1.114622349987344149e-02
5.876187656380317094e+03,7.074236176876207427e-01,-1.714184596053513077e-03,1.023187034148876707e-03,-1.097956234930826634e-02
5.876189324437031246e+03,7.077523212628229476e-01,-1.679875316062615261e-03,1.002964235686939001e-03,-1.081422661469095582e-02
5.876190992493744488e+03,7.080772755092185067e-01,-1.646071316774743191e-03,9.830285833159542897e-04,-1.065023642631622754e-02
5.876192660550458641e+03,7.083984684040567359e-01,-1.612775525467517474e-03,9.633822745045224518e-04,-1.048761109301182132e-02
5.876194328607172793e+03,7.087158895957592630e-01,-1.579990440343919614e-03,9.440272468720682045e-04,-1.032636909351883001e-02
5.876195996663886945e+03,7.090295303918724423e-01,-1.547718134461466928e-03,9.249651800943997117e-04,-1.016652806861187766e-02
5.876197664720600187e+03,7.093393837439674332e-01,-1.515960260381554866e-03,9.061974983759751162e-04,-1.000810481535115842e-02
5.876199332777314339e+03,7.096454442316453282e-01,-1.484718055377095810e-03,8.877253732068925976e-04,-9.851115282352608873e-03
5.876201000834028491e+03,7.099477080430306453e-01,-1.453992347406367867e-03,8.695497266210414989e-04,-9.695574567418565465e-03
5.876202668890742643e+03,7.102461729552146386e-01,-1.423783561499904812e-03,8.516712346966829033e-04,-9.541496915740374160e-03
5.876204336947455886e+03,7.105408383120449534e-01,-1.394091726794106532e-03,8.340903314659810783e-04,-9.388895720007938220e-03
5.876206005004170038e+03,7.108317050013234217e-01,-1.364916483985204433e-03,8.168072130905135652e-04,-9.237783521353291546e-03
5.876207673060884190e+03,7.111187754289225449e-01,-1.336257093433125803e-03,7.998218424384541045e-04,-9.088172012405403358e-03
5.876209341117598342e+03,7.114020534931275730e-01,-1.308112443560505763e-03,7.831339538543249370e-04,-8.940072040741915346e-03
5.876211009174311585e+03,7.116815445567284959e-01,-1.280481059775725799e-03,7.667430582564782691e-04,-8.793493614007967182e-03
5.876212677231025737e+03,7.119572554188110525e-01,-1.253361113702056813e-03,7.506484484329220075e-04,-8.648445905673514747e-03
5.876214345287739889e+03,7.122291942839190648e-01,-1.226750432923372040e-03,7.348492046616389656e-04,-8.504937262652252986e-03
5.876216013344454041e+03,7.124973707316878402e-01,-1.200646510917686505e-03,7.193442004574698671e-04,-8.362975213128592822e-03
5.876217681401167283e+03,7.127617956846362679e-01,-1.175046517386365424e-03,7.041321085716942783e-04,-8.222566475817764259e-03
5.876219349457881435e+03,7.130224813759422631e-01,-1.149947308777697109e-03,6.892114071226182904e-04,-8.083716969663168675e-03
5.876221017514595587e+03,7.132794413150075341e-01,-1.125345439198449128e-03,6.745803859727299420e-04,-7.946431825146999667e-03
5.876222685571309739e+03,7.135326902537526550e-01,-1.101237171400828996e-03,6.602371531788125579e-04,-7.810715395626593310e-03
5.876224353628022982e+03,7.137822441514303229e-01,-1.077618488072458773e-03,6.461796415730121455e-04,-7.676571269870361390e-03
5.876226021684737134e+03,7.140281201397096211e-01,-1.054485103156743318e-03,6.324056155063472254e-04,-7.544002284842215959e-03
5.876227689741451286e+03,7.142703364859318560e-01,-1.031832473491171723e-03,6.189126776758526079e-04,-7.413010539853697595e-03
5.876229357798165438e+03,7.145089125573295119e-01,-1.009655810411623587e-03,6.056982759833775360e-04,-7.283597410573785201e-03
5.876231025854878681e+03,7.147438687841067839e-01,-9.879500915111257432e-04,5.927597105154823812e-04,-7.155763564014932729e-03
5.876232693911592833e+03,7.149752266230363640e-01,-9.667100723871462640e-04,5.800941405293040878e-04,-7.029508973589567757e-03
5.876234361968306985e+03,7.152030085195916209e-01,-9.459302985549160239e-04,5.676985915214668435e-04,-6.904832935306990348e-03
5.876236030025021137e+03,7.154272378712330793e-01,-9.256051172398811321e-04,5.555699622704103873e-04,-6.781734083672497949e-03
5.876237698081734379e+03,7.156479389898724452e-01,-9.057286892350498511e-04,5.437050319139040411e-04,-6.660210408356482051e-03
5.876239366138448531e+03,7.158651370650666035e-01,-8.862950006883381100e-04,5.321004669318200094e-04,-6.540259270774395617e-03
5.876241034195162683e+03,7.160788581260588703e-01,-8.672978747992552253e-04,5.207528284159383637e-04,-6.421877421598980867e-03
5.876242702251876835e+03,7.162891290051548454e-01,-8.487309836128338831e-04,5.096585787611896540e-04,-6.305061017835534957e-03
5.876244370308590078e+03,7.164959773005340482e-01,-8.305878595036417971e-04,4.988140888264893345e-04,-6.189805640484161847e-03
5.876246038365304230e+03,7.166994313399697170e-01,-8.128619066311856085e-04,4.882156447536708773e-04,-6.076106311973644356e-03
5.876247706422018382e+03,7.168995201436895170e-01,-7.955464123228727334e-04,4.778594548426844243e-04,-5.963957514337901028e-03
5.876249374478732534e+03,7.170962733886767637e-01,-7.786345582175761663e-04,4.677416562756587961e-04,-5.853353206843797674e-03
5.876251042535445777e+03,7.172897213726561194e-01,-7.621194312995288730e-04,4.578583217906089225e-04,-5.744286844041997242e-03
5.876252710592159929e+03,7.174798949791213465e-01,-7.459940346990987783e-04,4.482054662214384855e-04,-5.636751393470326374e-03
5.876254378648874081e+03,7.176668256417383374e-01,-7.302512983884002634e-04,4.387790529848664754e-04,-5.530739353939867660e-03
5.876256046705588233e+03,7.178505453102831391e-01,-7.148840895787111427e-04,4.295750003962286426e-04,-5.426242773176466819e-03
5.876257714762301475e+03,7.180310864164582974e-01,-6.998852229517750143e-04,4.205891878930949845e-04,-5.323253265748387718e-03
5.876259382819015627e+03,7.182084818408410731e-01,-6.852474706085417673e-04,4.118174620971753888e-04,-5.221762030553416152e-03
5.876261050875729779e+03,7.183827648794179899e-01,-6.709635718579143272e-04,4.032556427862912492e-04,-5.121759868745199944e-03
5.876262718932443931e+03,7.185539692116997834e-01,-6.570262426705270184e-04,3.948995286724330759e-04,-5.023237200949605755e-03
5.876264386989158083e+03,7.187221288689595866e-01,-6.434281849126966251e-04,3.867449030536059158e-04,-4.926184084596617156e-03
5.876266055045871326e+03,7.188872782031232589e-01,-6.301620953094293773e-04,3.787875393087224672e-04,-4.830590231056221089e-03
5.876267723102585478e+03,7.190494518567692728e-01,-6.172206740951562435e-04,3.710232062104324119e-04,-4.736445022308521068e-03
5.876269391159299630e+03,7.192086847329067778e-01,-6.045966334530845790e-04,3.634476731158021155e-04,-4.643737527909384821e-03
5.876271059216013782e+03,7.193650119663564935e-01,-5.922827055937137384e-04,3.560567149446802748e-04,-4.552456521189021492e-03
5.876272727272727025e+03,7.195184688953012442e-01,-5.802716505819170483e-04,3.488461170116629868e-04,-4.462590495505533959e-03
5.876274395329441177e+03,7.196690910340691749e-01,-5.685562638271067634e-04,3.418116796588276693e-04,-4.374127679930814999e-03
5.876276063386155329e+03,7.198169140458118287e-01,-5.571293833371366222e-04,3.349492227506086156e-04,-4.287056055140172836e-03
5.876277731442869481e+03,7.199619737167646250e-01,-5.459838966032218906e-04,3.282545899494695302e-04,-4.201363368515566646e-03
5.876279399499582723e+03,7.201043059307541405e-01,-5.351127472179292638e-04,3.217236528344682295e-04,-4.117037149235883674e-03
5.876281067556296875e+03,7.202439466449334082e-01,-5.245089411503405224e-04,3.153523148157454927e-04,-4.034064722771243429e-03
5.876282735613011027e+03,7.203809318654966765e-01,-5.141655527730148827e-04,3.091365149023736708e-04,-3.952433225513521907e-03
5.876284403669725179e+03,7.205152976249320496e-01,-5.040757305223734835e-04,3.030722312511580216e-04,-3.872129618615151054e-03
5.876286071726438422e+03,7.206470799595724452e-01,-4.942327022874108905e-04,2.971554845540236517e-04,-3.793140701763864434e-03
5.876287739783152574e+03,7.207763148883414850e-01,-4.846297804606095353e-04,2.913823412233116196e-04,-3.715453126355005957e-03
5.876289407839866726e+03,7.209030383915401297e-01,-4.752603667387699134e-04,2.857489164276480172e-04,-3.639053408744084318e-03
5.876291075896580878e+03,7.210272863911063590e-01,-4.661179565690326391e-04,2.802513769149808046e-04,-3.563927942721421913e-03
5.876292743953294121e+03,7.211490947311985922e-01,-4.571961433283370374e-04,2.748859436758412946e-04,-3.490063011885488967e-03
5.876294412010008273e+03,7.212684991599251916e-01,-4.484886221784267052e-04,2.696488944115078465e-04,-3.417444801419324083e-03
5.876296080066722425e+03,7.213855353111501278e-01,-4.399891936781000386e-04,2.645365658558965932e-04,-3.346059409912758003e-03
5.876297748123436577e+03,7.215002386876939733e-01,-4.316917670599710937e-04,2.595453558955371307e-04,-3.275892860423186559e-03
5.876299416180149819e+03,7.216126446448617449e-01,-4.235903632536275917e-04,2.546717255361111046e-04,-3.206931111419635775e-03
5.876301084236863971e+03,7.217227883750577666e-01,-4.156791176168903642e-04,2.499122006639952691e-04,-3.139160067143063025e-03
5.876302752293578123e+03,7.218307048924874625e-01,-4.079522823778685922e-04,2.452633737772319977e-04,-3.072565587989897849e-03
5.876304420350292276e+03,7.219364290191732092e-01,-4.004042288854340811e-04,2.407219053190182124e-04,-3.007133500161675039e-03
5.876306088407005518e+03,7.220399953712786090e-01,-3.930294495211733032e-04,2.362845250541194481e-04,-2.942849605192838537e-03
5.876307756463719670e+03,7.221414383464520581e-01,-3.858225593530932151e-04,2.319480332370635692e-04,-2.879699688917632464e-03
5.876309424520433822e+03,7.222407921112588003e-01,-3.787782976258617521e-04,2.277093015807794580e-04,-2.817669530443809179e-03
5.876311092577147974e+03,7.223380905898251214e-01,-3.718915289189911864e-04,2.235652741401519090e-04,-2.756744910435704899e-03
5.876312760633861217e+03,7.224333674527785298e-01,-3.651572441292934550e-04,2.195129680087039780e-04,-2.696911619270399903e-03
5.876314428690575369e+03,7.225266561071196358e-01,-3.585705611722738557e-04,2.155494739174508752e-04,-2.638155464665897440e-03
5.876316096747289521e+03,7.226179896861771867e-01,-3.521267255508571566e-04,2.116719566367790699e-04,-2.580462279309447913e-03
5.876317764804003673e+03,7.227074010406761007e-01,-3.458211106052489262e-04,2.078776553436158833e-04,-2.523817927839025910e-03
5.876319432860716915e+03,7.227949227300681789e-01,-3.396492176493967965e-04,2.041638837593259099e-04,-2.468208313703066509e-03
5.876321100917431068e+03,7.228805870147143597e-01,-3.336066758488486915e-04,2.005280302236298886e-04,-2.413619385529017659e-03
5.876322768974145220e+03,7.229644258481343622e-01,-3.276892419499220516e-04,1.969675576599843117e-04,-2.360037143490566376e-03
5.876324437030859372e+03,7.230464708702649679e-01,-3.218927998001582858e-04,1.934800033978899313e-04,-2.307447645074949850e-03
5.876326105087572614e+03,7.231267534009498954e-01,-3.162133597100616261e-04,1.900629789079495572e-04,-2.255837010739589459e-03
5.876327773144286766e+03,7.232053044341942849e-01,-3.106470576332085311e-04,1.867141694180540366e-04,-2.205191429114985741e-03
5.876329441201000918e+03,7.232821546324692541e-01,-3.051901542175196650e-04,1.834313334523316776e-04,-2.155497162212083317e-03
5.876331109257715070e+03,7.233573343219211749e-01,-2.998390336756167522e-04,1.802123022578955129e-04,-2.106740550074869944e-03
5.876332777314428313e+03,7.234308734877794578e-01,-2.945902025310512934e-04,1.770549791534854539e-04,-2.058908015339506060e-03
5.876334445371142465e+03,7.235028017704434600e-01,-2.894402882125448337e-04,1.739573387836597916e-04,-2.011986067376977591e-03
5.876336113427856617e+03,7.235731484615978149e-01,-2.843860375497795539e-04,1.709174263105345932e-04,-1.965961306447642012e-03
5.876337781484570769e+03,7.236419425011357820e-01,-2.794243151210941086e-04,1.679333565132724556e-04,-1.920820427350266018e-03
5.876339449541284012e+03,7.237092124742425803e-01,-2.745521015064158587e-04,1.650033128273436654e-04,-1.876550222991999264e-03
5.876341117597998164e+03,7.237749866090807949e-01,-2.697664914197184542e-04,1.621255463081725521e-04,-1.833137587582923380e-03
5.876342785654712316e+03,7.238392927744770056e-01,-2.650646917710027537e-04,1.592983745490962112e-04,-1.790569519849339675e-03
5.876344453711426468e+03,7.239021584783270624e-01,-2.604440196118585531e-04,1.565201805262175360e-04,-1.748833125791401802e-03
5.876346121768139710e+03,7.239636108661243741e-01,-2.559019000142693850e-04,1.537894113998406951e-04,-1.707915621376281980e-03
5.876347789824853862e+03,7.240236767200146639e-01,-2.514358638600434426e-04,1.511045772560906609e-04,-1.667804334895375698e-03
5.876349457881568014e+03,7.240823824578284107e-01,-2.470435455793952594e-04,1.484642498300189027e-04,-1.628486709350589505e-03
5.876351125938282166e+03,7.241397541327475595e-01,-2.427226808162848701e-04,1.458670611509227497e-04,-1.589950304429283128e-03
5.876352793994995409e+03,7.241958174330584974e-01,-2.384711040400607472e-04,1.433117021812444619e-04,-1.552182798432995108e-03
5.876354462051709561e+03,7.242505976823635505e-01,-2.342867460983569510e-04,1.407969214071289521e-04,-1.515171989905715610e-03
5.876356130108423713e+03,7.243041198397461855e-01,-2.301676317524438767e-04,1.383215234103986064e-04,-1.478905799302667650e-03
5.876357798165137865e+03,7.243564085004937647e-01,-2.261118771469855558e-04,1.358843674105843669e-04,-1.443372270290536755e-03
5.876359466221851108e+03,7.244074878968718156e-01,-2.221176872709763504e-04,1.334843657796547592e-04,-1.408559571017013170e-03
5.876361134278565260e+03,7.244573818992948722e-01,-2.181833533718189699e-04,1.311204825445695741e-04,-1.374455995115863964e-03
5.876362802335279412e+03,7.245061140174308134e-01,-2.143072503756752231e-04,1.287917318812867838e-04,-1.341049962761884295e-03
5.876364470391993564e+03,7.245537074017882606e-01,-2.104878342703505082e-04,1.264971765855604563e-04,-1.308330021397457717e-03
5.876366138448706806e+03,7.246001848453297312e-01,-2.067236394926812951e-04,1.242359265423913055e-04,-1.276284846444417304e-03
5.876367806505420958e+03,7.246455687854197469e-01,-2.030132762977906254e-04,1.220071371839268965e-04,-1.244903241783423473e-03
5.876369474562135110e+03,7.246898813056934507e-01,-1.993554281476879757e-04,1.198100079606596445e-04,-1.214174140292556157e-03
5.876371142618849262e+03,7.247331441383370043e-01,-1.957488490901114367e-04,1.176437807898631822e-04,-1.184086604094621758e-03
5.876372810675563414e+03,7.247753786663972964e-01,-1.921923611499114551e-04,1.155077385256151376e-04,-1.154629824788418017e-03
5.876374478732276657e+03,7.248166059262315386e-01,-1.886848517368938487e-04,1.134012034280761089e-04,-1.125793123572550779e-03
5.876376146788990809e+03,7.248568466102089936e-01,-1.852252710613848071e-04,1.113235356360469010e-04,-1.097565951198303065e-03
5.876377814845704961e+03,7.248961210693082302e-01,-1.818126295889657869e-04,1.092741316622239270e-04,-1.069937887983414201e-03
5.876379482902419113e+03,7.249344493160588820e-01,-1.784459955013498146e-04,1.072524228889436938e-04,-1.042898643584472609e-03
5.876381150959132356e+03,7.249718510274590910e-01,-1.751244921962713693e-04,1.052578740859168180e-04,-1.016438056779551480e-03
5.876382819015846508e+03,7.250083455481158845e-01,-1.718472958075496619e-04,1.032899819379915905e-04,-9.905460950849680288e-04
5.876384487072560660e+03,7.250439518932776384e-01,-1.686136327774827217e-04,1.013482736024938708e-04,-9.652128544450937946e-04
5.876386155129274812e+03,7.250786887521550872e-01,-1.654227774477880079e-04,9.943230527599832046e-05,-9.404285587065920474e-04
5.876387823185988054e+03,7.251125744912021442e-01,-1.622740497010321744e-04,9.754166078965760404e-05,-9.161835591158894307e-04
5.876389491242702206e+03,7.251456271575795753e-01,-1.591668126334758106e-04,9.567595022180591104e-05,-8.924683336741415880e-04
5.876391159299416358e+03,7.251778644825019882e-01,-1.561004702893676699e-04,9.383480854591413726e-05,-8.692734865702727307e-04
5.876392827356130510e+03,7.252093038848285156e-01,-1.530744654242333926e-04,9.201789429444868541e-05,-8.465897474269221340e-04
5.876394495412843753e+03,7.252399624745972107e-01,-1.500882773265160982e-04,9.022488825644914311e-05,-8.244079705765863146e-04
5.876396163469557905e+03,7.252698570567097658e-01,-1.471414196793621645e-04,8.845549219779339281e-05,-8.027191342191765952e-04
5.876397831526272057e+03,7.252990041344918870e-01,-1.442334384900581328e-04,8.670942762088263214e-05,-7.815143396592100179e-04
5.876399499582986209e+03,7.253274199134568390e-01,-1.413639100560180743e-04,8.498643454506059531e-05,-7.607848103814967428e-04
5.876401167639699452e+03,7.253551203050040419e-01,-1.385324389945821353e-04,8.328627032427167681e-05,-7.405218911651734008e-04
5.876402835696413604e+03,7.253821209302344641e-01,-1.357386563186822295e-04,8.160870849114892250e-05,-7.207170470969854418e-04
5.876404503753127756e+03,7.254084371236387829e-01,-1.329822175840084770e-04,7.995353764309687066e-05,-7.013618626656529511e-04
5.876406171809841908e+03,7.254340839369558536e-01,-1.302628010777439553e-04,7.832056035238220708e-05,-6.824480407193585446e-04
5.876407839866555150e+03,7.254590761429535739e-01,-1.275801060739761221e-04,7.670959211543648898e-05,-6.639674014652021273e-04
5.876409507923269302e+03,7.254834282393038958e-01,-1.249338511384787663e-04,7.512046033095868039e-05,-6.459118813849197907e-04
5.876411175979983454e+03,7.255071544523277183e-01,-1.223237725064919899e-04,7.355300332115084132e-05,-6.282735322332332279e-04
5.876412844036697606e+03,7.255302687408780038e-01,-1.197496225047435211e-04,7.200706937882187788e-05,-6.110445199185468405e-04
5.876414512093410849e+03,7.255527848001422919e-01,-1.172111680409746218e-04,7.048251585440563980e-05,-5.942171234286840143e-04
5.876416180150125001e+03,7.255747160655134920e-01,-1.147081891441577745e-04,6.897920827282927206e-05,-5.777837336889714553e-04
5.876417848206839153e+03,7.255960757163329999e-01,-1.122404775773445560e-04,6.749701949349562490e-05,-5.617368525024781867e-04
5.876419516263553305e+03,7.256168766797456149e-01,-1.098078354953085315e-04,6.603582889668184323e-05,-5.460690913886039792e-04
5.876421184320266548e+03,7.256371316344666367e-01,-1.074100741687143050e-04,6.459552160948841789e-05,-5.307731704688276476e-04
5.876422852376980700e+03,7.256568530146038087e-01,-1.050470127586652984e-04,6.317598776162561638e-05,-5.158419173009588885e-04
5.876424520433694852e+03,7.256760530133485876e-01,-1.027184771615506973e-04,6.177712178311583352e-05,-5.012682657893557199e-04
5.876426188490409004e+03,7.256947435867564522e-01,-1.004242988977954162e-04,6.039882172801680786e-05,-4.870452550105092062e-04
5.876427856547122246e+03,7.257129364574425034e-01,-9.816431406484627724e-05,5.904098863643756457e-05,-4.731660280896548589e-04
5.876429524603836398e+03,7.257306431183093709e-01,-9.593836233768406930e-05,5.770352592599271055e-05,-4.596238310311341938e-04
5.876431192660550550e+03,7.257478748361505527e-01,-9.374628603715321200e-05,5.638633882216207089e-05,-4.464120116257262955e-04
5.876432860717264703e+03,7.257646426553254759e-01,-9.158792924145821085e-05,5.508933381111828087e-05,-4.335240182879472387e-04
5.876434528773977945e+03,7.257809574013446285e-01,-8.946313695219103648e-05,5.381241813745378522e-05,-4.209533989391889275e-04
5.876436196830692097e+03,7.257968296844768963e-01,-8.737175431237803624e-05,5.255549931826991177e-05,-4.086937998576000331e-04
5.876437864887406249e+03,7.258122699032372172e-01,-8.531362588259121173e-05,5.131848470157799951e-05,-3.967389646019455689e-04
5.876439532944120401e+03,7.258272882479265276e-01,-8.328859495789847850e-05,5.010128104321477622e-05,-3.850827328721402772e-04
5.876441201000833644e+03,7.258418947040842228e-01,-8.129650293665296546e-05,4.890379412371337797e-05,-3.737190394207330667e-04
5.876442869057547796e+03,7.258560990559540516e-01,-7.933718873614367347e-05,4.772592837997432466e-05,-3.626419129333925380e-04
5.876444537114261948e+03,7.258699108898306607e-01,-7.741048825961064565e-05,4.656758658065441377e-05,-3.518454749815890978e-04
5.876446205170976100e+03,7.258833395974491065e-01,-7.551623390001216526e-05,4.542866951898076236e-05,-3.413239389219974271e-04
5.876447873227689342e+03,7.258963943792878792e-01,-7.365425409438963625e-05,4.430907573344666653e-05,-3.310716088434262523e-04
5.876449541284403495e+03,7.259090842478735928e-01,-7.182437291418088078e-05,4.320870125259182622e-05,-3.210828784890714044e-04
5.876451209341117647e+03,7.259214180309768727e-01,-7.002640970624806412e-05,4.212743937129454028e-05,-3.113522302478865492e-04
5.876452877397831799e+03,7.259334043748358889e-01,-6.826017876411074659e-05,4.106518044368243049e-05,-3.018742340979790558e-04
5.876454545454545041e+03,7.259450517472983977e-01,-6.652548904346379673e-05,4.002181170363889581e-05,-2.926435465977754338e-04
5.876456213511259193e+03,7.259563684409585660e-01,-6.482214390902457299e-05,3.899721710416044766e-05,-2.836549098557728551e-04
5.876457881567973345e+03,7.259673625761902116e-01,-6.314994092642403016e-05,3.799127718402103880e-05,-2.749031505632224871e-04
5.876459549624687497e+03,7.259780421041991394e-01,-6.150867167908402372e-05,3.700386894960312707e-05,-2.663831789892465748e-04
5.876461217681400740e+03,7.259884148099972068e-01,-5.989812162335900241e-05,3.603486577999121150e-05,-2.580899880151711167e-04
5.876462885738114892e+03,7.259984883153671742e-01,-5.831806997013297232e-05,3.508413734815746303e-05,-2.500186521572037458e-04
5.876464553794829044e+03,7.260082700817285239e-01,-5.676828960504143453e-05,3.415154956565044593e-05,-2.421643266426858889e-04
5.876466221851543196e+03,7.260177674130167125e-01,-5.524854702868285975e-05,3.323696453948931295e-05,-2.345222464533382352e-04
5.876467889908256439e+03,7.260269874584872607e-01,-5.375860232955986849e-05,3.234024054900887224e-05,-2.270877254107382898e-04
5.876469557964970591e+03,7.260359372155072988e-01,-5.229820917779878667e-05,3.146123203544926104e-05,-2.198561552435276316e-04
5.876471226021684743e+03,7.260446235322547404e-01,-5.086711485186259821e-05,3.059978961163027487e-05,-2.128230047115034094e-04
5.876472894078398895e+03,7.260530531104251173e-01,-4.946506028025519496e-05,2.975576008076410823e-05,-2.059838186960694030e-04
5.876474562135113047e+03,7.260612325078719120e-01,-4.809178010918205005e-05,2.892898647182093170e-05,-1.993342173271389639e-04
5.876476230191826289e+03,7.260691681412053677e-01,-4.674700279116602555e-05,2.811930808640453888e-05,-1.928698951149212843e-04
5.876477898248540441e+03,7.260768662883718694e-01,-4.543045068908849036e-05,2.732656055640375338e-05,-1.865866200808765979e-04
5.876479566305254593e+03,7.260843330911482818e-01,-4.414184020558443815e-05,2.655057591677548306e-05,-1.804802329285147805e-04
5.876481234361968745e+03,7.260915745576402847e-01,-4.288088192219105418e-05,2.579118268446054700e-05,-1.745466461939989503e-04
5.876482902418681988e+03,7.260985965647142049e-01,-4.164728075885606746e-05,2.504820594897130468e-05,-1.687818434257787445e-04
5.876484570475396140e+03,7.261054048604118627e-01,-4.044073614269659035e-05,2.432146747083378105e-05,-1.631818783515172062e-04
5.876486238532110292e+03,7.261120050662882575e-01,-3.926094219815069015e-05,2.361078579100798919e-05,-1.577428740917084598e-04
5.876487906588824444e+03,7.261184026797508073e-01,-3.810758794183128766e-05,2.291597634450261433e-05,-1.524610223467776700e-04
5.876489574645537687e+03,7.261246030763335302e-01,-3.698035749254729890e-05,2.223685158316168238e-05,-1.473325826111707246e-04
5.876491242702251839e+03,7.261306115119577909e-01,-3.587893028785969687e-05,2.157322110257651611e-05,-1.423538813820917519e-04
5.876492910758965991e+03,7.261364331251199955e-01,-3.480298131547954221e-05,2.092489177824414010e-05,-1.375213114008403759e-04
5.876494578815680143e+03,7.261420729390769546e-01,-3.375218134661595140e-05,2.029166790309123156e-05,-1.328313308744888345e-04
5.876496246872393385e+03,7.261475358639759570e-01,-3.272619718026162529e-05,1.967335133137505701e-05,-1.282804627240893901e-04
5.876497914929107537e+03,7.261528266989657476e-01,-3.172469188939902135e-05,1.906974162520446469e-05,-1.238652938211358455e-04
5.876499582985821689e+03,7.261579501342435572e-01,-3.074732507868292123e-05,1.848063620677592705e-05,-1.195824742567199632e-04
5.876501251042535841e+03,7.261629107530984673e-01,-2.979375314045437382e-05,1.790583051065289011e-05,-1.154287165943539985e-04
5.876502919099249084e+03,7.261677130339029285e-01,-2.886362951765603243e-05,1.734511814005357093e-05,-1.114007951412195068e-04
5.876504587155963236e+03,7.261723613520840725e-01,-2.795660496604288924e-05,1.679829102313267660e-05,-1.074955452104465055e-04
5.876506255212677388e+03,7.261768599820418446e-01,-2.707232782362853466e-05,1.626513957369694782e-05,-1.037098624152487584e-04
5.876507923269391540e+03,7.261812130990564773e-01,-2.621044427594582707e-05,1.574545284961860575e-05,-1.000407019422579923e-04
