profile,field_gauss,field_incl_deg,field_azim_deg,los_deg,height_arcsec,optical_depth,n,w,wavelength_A,I,Q,U,V
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.875984153461217829e+03,6.492559561999063922e-01,-7.620167535417977055e-03,4.270029574214656565e-03,-3.739098919647333708e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.875985821517931981e+03,6.498863494468507529e-01,-7.546816660208995574e-03,4.232850962524040313e-03,-3.703946346616295709e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.875987489574645224e+03,6.505109367241256324e-01,-7.474757001880215010e-03,4.196258678275345197e-03,-3.669399170883871214e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.875989157631359376e+03,6.511298649559191798e-01,-7.403966199372969195e-03,4.160246121720483775e-03,-3.635446437586110913e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.875990825688073528e+03,6.517432822842418316e-01,-7.334420196777411555e-03,4.124805484720803911e-03,-3.602076783634273333e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.875992493744787680e+03,6.523513377854243123e-01,-7.266093363532647072e-03,4.089927822594463178e-03,-3.569278470319534047e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.875994161801500923e+03,6.529541811884429503e-01,-7.198958614087121524e-03,4.055603125955143523e-03,-3.537039415694803735e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.875995829858215075e+03,6.535519625996968340e-01,-7.132987526333536138e-03,4.021820392103961882e-03,-3.505347226455862025e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.875997497914929227e+03,6.541448322294821649e-01,-7.068150459099540976e-03,3.988567696215850750e-03,-3.474189229547831187e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.875999165971643379e+03,6.547329401273016547e-01,-7.004416667789205297e-03,3.955832261704040655e-03,-3.443552503095304029e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876000834028356621e+03,6.553164359211853807e-01,-6.941754418512718905e-03,3.923600529952530822e-03,-3.413423906886265541e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876002502085070773e+03,6.558954685653932692e-01,-6.880131100087950348e-03,3.891858229056768988e-03,-3.383790112161041280e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876004170141784925e+03,6.564701860918008558e-01,-6.819513334265211134e-03,3.860590441724547680e-03,-3.354637630928549580e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876005838198499077e+03,6.570407353717137022e-01,-6.759867083318079999e-03,3.829781671865127753e-03,-3.325952844440500239e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876007506255212320e+03,6.576072618833866956e-01,-6.701157755378162051e-03,3.799415910034236333e-03,-3.297722031053298974e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876009174311926472e+03,6.581699094893311841e-01,-6.643350306971938443e-03,3.769476697426071658e-03,-3.269931393251566953e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876010842368640624e+03,6.587288202187082664e-01,-6.586409343129605125e-03,3.739947188578638358e-03,-3.242567084052582621e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876012510425354776e+03,6.592841340613109224e-01,-6.530299214303563436e-03,3.710810212374250280e-03,-3.215615232457992578e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876014178482068019e+03,6.598359887683573621e-01,-6.474984110495397155e-03,3.682048331518847362e-03,-3.189061968174588396e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876015846538782171e+03,6.603845196639807069e-01,-6.420428152116798050e-03,3.653643900230380947e-03,-3.162893445405354914e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876017514595496323e+03,6.609298594627462942e-01,-6.366595477980803441e-03,3.625579120323914328e-03,-3.137095865926824156e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876019182652210475e+03,6.614721380993620059e-01,-6.313450329745656092e-03,3.597836095319439931e-03,-3.111655501145632607e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876020850708923717e+03,6.620114825658806046e-01,-6.260957133221865117e-03,3.570396882771727232e-03,-3.086558713358087541e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876022518765637869e+03,6.625480167600109604e-01,-6.209080576141392041e-03,3.543243544593086512e-03,-3.061791976030657503e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876024186822352021e+03,6.630818613399460659e-01,-6.157785682802298030e-03,3.516358195569412471e-03,-3.037341893316201566e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876025854879066173e+03,6.636131335915650409e-01,-6.107037884975742917e-03,3.489723049741499245e-03,-3.013195218527385533e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876027522935779416e+03,6.641419473033427501e-01,-6.056803089523285846e-03,3.463320464857672521e-03,-2.989338871782550033e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876029190992493568e+03,6.646684126524503577e-01,-6.007047742355152778e-03,3.437132984710689152e-03,-2.965759956666151262e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876030859049207720e+03,6.651926360973691166e-01,-5.957738889175010280e-03,3.411143379568543424e-03,-2.942445776111149783e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876032527105921872e+03,6.657147202827761179e-01,-5.908844232459770952e-03,3.385334684404639125e-03,-2.919383847249807512e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876034195162635115e+03,6.662347639519455855e-01,-5.860332185121463512e-03,3.359690235152479765e-03,-2.896561915443968474e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876035863219349267e+03,6.667528618701028531e-01,-5.812171924946770742e-03,3.334193695444106868e-03,-2.873967967346632846e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876037531276063419e+03,6.672691047539708320e-01,-5.764333422550099902e-03,3.308829120504613776e-03,-2.851590243232036276e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876039199332777571e+03,6.677835792131624482e-01,-5.716787511165164100e-03,3.283580942760882301e-03,-2.829417248277521849e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876040867389490813e+03,6.682963676986373169e-01,-5.669505919657996489e-03,3.258434010847738229e-03,-2.807437763108482781e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876042535446204965e+03,6.688075484615892963e-01,-5.622461292869279648e-03,3.233373643781146337e-03,-2.785640853414703827e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876044203502919117e+03,6.693171955179549881e-01,-5.575627239874764683e-03,3.208385629499442386e-03,-2.764015878839182205e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876045871559633269e+03,6.698253786241165075e-01,-5.528978360159283838e-03,3.183456253456711221e-03,-2.742552500941023569e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876047539616346512e+03,6.703321632590281132e-01,-5.482490270577474074e-03,3.158572318780355093e-03,-2.721240690425458589e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876049207673060664e+03,6.708376106159699148e-01,-5.436139629037443216e-03,3.133721164457985327e-03,-2.700070733520796434e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876050875729774816e+03,6.713417775992562841e-01,-5.389904155396704234e-03,3.108890681780895199e-03,-2.679033237702305170e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876052543786488968e+03,6.718447168312648987e-01,-5.343762649158387799e-03,3.084069328750605344e-03,-2.658119136553079020e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876054211843203120e+03,6.723464766653695079e-01,-5.297695004303660561e-03,3.059246142905370537e-03,-2.637319693952819288e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876055879899916363e+03,6.728471012059542566e-01,-5.251682221350146250e-03,3.034410752278088753e-03,-2.616626507555979211e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876057547956630515e+03,6.733466303366513195e-01,-5.205706416558416282e-03,3.009553384520323883e-03,-2.596031511522959440e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876059216013344667e+03,6.738450997524632058e-01,-5.159750828664852289e-03,2.984664874571006047e-03,-2.575526978694641853e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876060884070058819e+03,6.743425410009640242e-01,-5.113799822753209781e-03,2.959736670583471268e-03,-2.555105522005745103e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876062552126772061e+03,6.748389815280172455e-01,-5.067838891784220111e-03,2.934760838320780649e-03,-2.534760095335503172e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876064220183486214e+03,6.753344447309835852e-01,-5.021854655623746340e-03,2.909730063794159320e-03,-2.514483993687013572e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876065888240200366e+03,6.758289500148567663e-01,-4.975834857782250771e-03,2.884637654900831273e-03,-2.494270852890451140e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876067556296914518e+03,6.763225128564798183e-01,-4.929768359908879780e-03,2.859477541029477755e-03,-2.474114648632645685e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876069224353627760e+03,6.768151448722725672e-01,-4.883645134017416782e-03,2.834244271799837497e-03,-2.454009695009757436e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876070892410341912e+03,6.773068538924313930e-01,-4.837456252668070021e-03,2.808933014057906751e-03,-2.433950642494730338e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876072560467056064e+03,6.777976440370760969e-01,-4.791193877297536714e-03,2.783539547922917780e-03,-2.413932475514586271e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876074228523770216e+03,6.782875157994308069e-01,-4.744851244452479543e-03,2.758060261364510442e-03,-2.393950509441570076e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876075896580483459e+03,6.787764661315247583e-01,-4.698422650329794198e-03,2.732492143737851476e-03,-2.374000387194464060e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876077564637197611e+03,6.792644885353256168e-01,-4.651903433458890944e-03,2.706832778080339903e-03,-2.354078075340233431e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876079232693911763e+03,6.797515731548445794e-01,-4.605289955995526922e-03,2.681080332483448073e-03,-2.334179859892564560e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876080900750625915e+03,6.802377068742385680e-01,-4.558579583217212475e-03,2.655233550307411084e-03,-2.314302341609911565e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876082568807339158e+03,6.807228734174396445e-01,-4.511770661714094126e-03,2.629291739509044892e-03,-2.294442430988437309e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876084236864053310e+03,6.812070534522191023e-01,-4.464862496055938511e-03,2.603254760971160375e-03,-2.274597342841484793e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876085904920767462e+03,6.816902246942476706e-01,-4.417855324434058657e-03,2.577123016112598409e-03,-2.254764590657880666e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876087572977481614e+03,6.821723620161589396e-01,-4.370750292851426771e-03,2.550897433544922072e-03,-2.234941980544006418e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876089241034194856e+03,6.826534375571763347e-01,-4.323549428357950988e-03,2.524579455057870611e-03,-2.215127604944000170e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876090909090909008e+03,6.831334208362187521e-01,-4.276255611106210414e-03,2.498171020812279836e-03,-2.195319836025646718e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876092577147623160e+03,6.836122788640601744e-01,-4.228872545726032779e-03,2.471674554021325004e-03,-2.175517318926327090e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876094245204337312e+03,6.840899762595519240e-01,-4.181404731582714224e-03,2.445092944884296512e-03,-2.155718964663337275e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876095913261050555e+03,6.845664753654999712e-01,-4.133857432417891754e-03,2.418429534051737446e-03,-2.135923942897027805e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876097581317764707e+03,6.850417363670938675e-01,-4.086236645129802912e-03,2.391688095514476423e-03,-2.116131674439826124e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876099249374478859e+03,6.855157174085420024e-01,-4.038549068243862603e-03,2.364872819105254178e-03,-2.096341823699273549e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876100917431193011e+03,6.859883747128510123e-01,-3.990802069493988580e-03,2.337988292610506183e-03,-2.076554290858821303e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876102585487906254e+03,6.864596627004434515e-01,-3.943003653202124814e-03,2.311039483431036063e-03,-2.056769203986393707e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876104253544620406e+03,6.869295341094506790e-01,-3.895162427061470579e-03,2.284031719940023564e-03,-2.036986910958055869e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876105921601334558e+03,6.873979401134303613e-01,-3.847287568871909664e-03,2.256970672717348043e-03,-2.017207971387637369e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876107589658048710e+03,6.878648304414086700e-01,-3.799388792204191467e-03,2.229862336422624991e-03,-1.997433148361056968e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876109257714761952e+03,6.883301534959725965e-01,-3.751476314999005728e-03,2.202713006397833025e-03,-1.977663400167029017e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876110925771476104e+03,6.887938564722861923e-01,-3.703560822057387712e-03,2.175529265339900490e-03,-1.957899871906618877e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876112593828190256e+03,6.892558854737974583e-01,-3.655653433519650761e-03,2.148317959904169020e-03,-1.938143887173525773e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876114261884904408e+03,6.897161856295360716e-01,-3.607765670307052242e-03,2.121086182049024618e-03,-1.918396939601814399e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876115929941617651e+03,6.901747012087700028e-01,-3.559909420362608861e-03,2.093841249502097299e-03,-1.898660684469240245e-02
0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,6.815748869369513824e-03,1.762144250996910133e-01,5.876117597998331803e+03,6.906313757359091587e-01,-3.512096904903309110e-03,2.066590686150141139e-03,-1.878936930239947720e-02
